geometry,count,time
"POLYGON ((40.88967796 -95.9777844, 41.99667024666667 -95.9777844, 41.99667024666667 -93.57856524, 40.88967796 -93.57856524, 40.88967796 -95.9777844))",136,2022-12-27T00:13:53.000Z
"POLYGON ((40.88967796 -93.57856524, 41.99667024666667 -93.57856524, 41.99667024666667 -91.17934608, 40.88967796 -91.17934608, 40.88967796 -93.57856524))",136,2022-12-28T23:57:43.000Z
"POLYGON ((40.88967796 -91.17934608, 41.99667024666667 -91.17934608, 41.99667024666667 -88.78012692000001, 40.88967796 -88.78012692000001, 40.88967796 -91.17934608))",96,2022-12-28T23:57:43.000Z
"POLYGON ((40.88967796 -88.78012692000001, 41.99667024666667 -88.78012692000001, 41.99667024666667 -86.38090776000001, 40.88967796 -86.38090776000001, 40.88967796 -88.78012692000001))",88,2022-12-30T23:41:13.000Z
"POLYGON ((40.88967796 -86.38090776000001, 41.99667024666667 -86.38090776000001, 41.99667024666667 -83.98168860000001, 40.88967796 -83.98168860000001, 40.88967796 -86.38090776000001))",86,2022-12-30T23:41:13.000Z
"POLYGON ((40.88967796 -83.98168860000001, 41.99667024666667 -83.98168860000001, 41.99667024666667 -81.58246944000001, 40.88967796 -81.58246944000001, 40.88967796 -83.98168860000001))",99,2022-12-27T23:16:14.000Z
"POLYGON ((40.88967796 -81.58246944000001, 41.99667024666667 -81.58246944000001, 41.99667024666667 -79.18325028000001, 40.88967796 -79.18325028000001, 40.88967796 -81.58246944000001))",147,2022-12-27T23:16:14.000Z
"POLYGON ((40.88967796 -79.18325028000001, 41.99667024666667 -79.18325028000001, 41.99667024666667 -76.78403112000001, 40.88967796 -76.78403112000001, 40.88967796 -79.18325028000001))",159,2022-12-29T22:59:52.000Z
"POLYGON ((40.88967796 -76.78403112000001, 41.99667024666667 -76.78403112000001, 41.99667024666667 -74.38481196000001, 40.88967796 -74.38481196000001, 40.88967796 -76.78403112000001))",189,2022-12-30T10:57:59.000Z
"POLYGON ((40.88967796 -74.38481196000001, 41.99667024666667 -74.38481196000001, 41.99667024666667 -71.98559280000001, 40.88967796 -71.98559280000001, 40.88967796 -74.38481196000001))",220,2022-12-31T22:43:42.000Z
"POLYGON ((40.88967796 -71.98559280000001, 41.99667024666667 -71.98559280000001, 41.99667024666667 -69.58637364000001, 40.88967796 -69.58637364000001, 40.88967796 -71.98559280000001))",157,2022-12-31T22:43:17.000Z
"POLYGON ((40.88967796 -69.58637364000001, 41.99667024666667 -69.58637364000001, 41.99667024666667 -67.18715448, 40.88967796 -67.18715448, 40.88967796 -69.58637364000001))",116,2022-12-26T22:35:13.000Z
"POLYGON ((40.88967796 -67.18715448, 41.99667024666667 -67.18715448, 41.99667024666667 -64.78793532, 40.88967796 -64.78793532, 40.88967796 -67.18715448))",118,2022-12-23T22:10:49.000Z
"POLYGON ((40.88967796 -64.78793532, 41.99667024666667 -64.78793532, 41.99667024666667 -62.38871616000002, 40.88967796 -62.38871616000002, 40.88967796 -64.78793532))",119,2022-12-30T22:02:25.000Z
"POLYGON ((40.88967796 -62.38871616000002, 41.99667024666667 -62.38871616000002, 41.99667024666667 -59.98949700000001, 40.88967796 -59.98949700000001, 40.88967796 -62.38871616000002))",147,2022-12-30T22:02:25.000Z
"POLYGON ((40.88967796 -59.98949700000001, 41.99667024666667 -59.98949700000001, 41.99667024666667 -57.59027784000001, 40.88967796 -57.59027784000001, 40.88967796 -59.98949700000001))",88,2022-12-30T22:02:00.000Z
"POLYGON ((40.88967796 -57.59027784000001, 41.99667024666667 -57.59027784000001, 41.99667024666667 -55.19105868000001, 40.88967796 -55.19105868000001, 40.88967796 -57.59027784000001))",30,2022-12-20T21:45:49.000Z
"POLYGON ((40.88967796 -55.19105868000001, 41.99667024666667 -55.19105868000001, 41.99667024666667 -52.79183952000001, 40.88967796 -52.79183952000001, 40.88967796 -55.19105868000001))",5,2022-03-27T09:35:11.000Z
"POLYGON ((40.88967796 -52.79183952000001, 41.99667024666667 -52.79183952000001, 41.99667024666667 -50.39262036000002, 40.88967796 -50.39262036000002, 40.88967796 -52.79183952000001))",53,2022-12-23T09:26:56.000Z
"POLYGON ((40.88967796 -50.39262036000002, 41.99667024666667 -50.39262036000002, 41.99667024666667 -47.99340120000002, 40.88967796 -47.99340120000002, 40.88967796 -50.39262036000002))",30,2022-12-23T09:26:56.000Z
"POLYGON ((40.88967796 -33.59808624000001, 41.99667024666667 -33.59808624000001, 41.99667024666667 -31.19886708000001, 40.88967796 -31.19886708000001, 40.88967796 -33.59808624000001))",58,2022-12-21T08:05:20.000Z
"POLYGON ((40.88967796 -31.19886708000001, 41.99667024666667 -31.19886708000001, 41.99667024666667 -28.79964792000001, 40.88967796 -28.79964792000001, 40.88967796 -31.19886708000001))",120,2022-12-28T07:56:57.000Z
"POLYGON ((40.88967796 -28.79964792000001, 41.99667024666667 -28.79964792000001, 41.99667024666667 -26.40042876000001, 40.88967796 -26.40042876000001, 40.88967796 -28.79964792000001))",242,2022-12-29T19:42:21.000Z
"POLYGON ((40.88967796 -26.40042876000001, 41.99667024666667 -26.40042876000001, 41.99667024666667 -24.00120960000001, 40.88967796 -24.00120960000001, 40.88967796 -26.40042876000001))",246,2022-12-30T07:40:46.000Z
"POLYGON ((40.88967796 -24.00120960000001, 41.99667024666667 -24.00120960000001, 41.99667024666667 -21.60199044000001, 40.88967796 -21.60199044000001, 40.88967796 -24.00120960000001))",61,2022-12-30T07:40:21.000Z
"POLYGON ((40.88967796 -19.20277128000001, 41.99667024666667 -19.20277128000001, 41.99667024666667 -16.80355212000001, 40.88967796 -16.80355212000001, 40.88967796 -19.20277128000001))",54,2022-12-22T07:07:47.000Z
"POLYGON ((40.88967796 -16.80355212000001, 41.99667024666667 -16.80355212000001, 41.99667024666667 -14.40433296, 40.88967796 -14.40433296, 40.88967796 -16.80355212000001))",114,2022-12-23T18:53:01.000Z
"POLYGON ((40.88967796 -14.40433296, 41.99667024666667 -14.40433296, 41.99667024666667 -12.0051138, 40.88967796 -12.0051138, 40.88967796 -14.40433296))",234,2022-12-30T18:45:02.000Z
"POLYGON ((40.88967796 -12.0051138, 41.99667024666667 -12.0051138, 41.99667024666667 -9.605894640000002, 40.88967796 -9.605894640000002, 40.88967796 -12.0051138))",296,2022-12-31T06:43:07.000Z
"POLYGON ((40.88967796 -9.605894640000002, 41.99667024666667 -9.605894640000002, 41.99667024666667 -7.206675480000001, 40.88967796 -7.206675480000001, 40.88967796 -9.605894640000002))",324,2022-12-31T06:43:07.000Z
"POLYGON ((40.88967796 -7.206675480000001, 41.99667024666667 -7.206675480000001, 41.99667024666667 -4.80745632, 40.88967796 -4.80745632, 40.88967796 -7.206675480000001))",296,2022-12-27T18:20:06.000Z
"POLYGON ((40.88967796 -4.80745632, 41.99667024666667 -4.80745632, 41.99667024666667 -2.408237159999999, 40.88967796 -2.408237159999999, 40.88967796 -4.80745632))",362,2022-12-29T18:03:41.000Z
"POLYGON ((40.88967796 -2.408237159999999, 41.99667024666667 -2.408237159999999, 41.99667024666667 -0.00901800000002595, 40.88967796 -0.00901800000002595, 40.88967796 -2.408237159999999))",364,2022-12-30T06:02:02.000Z
"POLYGON ((40.88967796 -0.00901800000002595, 41.99667024666667 -0.00901800000002595, 41.99667024666667 2.390201159999975, 40.88967796 2.390201159999975, 40.88967796 -0.00901800000002595))",271,2022-12-31T17:47:11.000Z
"POLYGON ((40.88967796 2.390201159999975, 41.99667024666667 2.390201159999975, 41.99667024666667 4.789420319999977, 40.88967796 4.789420319999977, 40.88967796 2.390201159999975))",358,2022-12-31T17:47:11.000Z
"POLYGON ((40.88967796 4.789420319999977, 41.99667024666667 4.789420319999977, 41.99667024666667 7.188639479999978, 40.88967796 7.188639479999978, 40.88967796 4.789420319999977))",358,2022-12-28T17:22:30.000Z
"POLYGON ((40.88967796 7.188639479999978, 41.99667024666667 7.188639479999978, 41.99667024666667 9.587858639999979, 40.88967796 9.587858639999979, 40.88967796 7.188639479999978))",294,2022-12-28T17:22:30.000Z
"POLYGON ((40.88967796 9.587858639999979, 41.99667024666667 9.587858639999979, 41.99667024666667 11.98707779999998, 40.88967796 11.98707779999998, 40.88967796 9.587858639999979))",326,2022-12-30T17:06:03.000Z
"POLYGON ((40.88967796 11.98707779999998, 41.99667024666667 11.98707779999998, 41.99667024666667 14.38629695999998, 40.88967796 14.38629695999998, 40.88967796 11.98707779999998))",351,2022-12-31T05:04:15.000Z
"POLYGON ((40.88967796 14.38629695999998, 41.99667024666667 14.38629695999998, 41.99667024666667 16.78551611999998, 40.88967796 16.78551611999998, 40.88967796 14.38629695999998))",289,2022-12-31T05:04:15.000Z
"POLYGON ((40.88967796 16.78551611999998, 41.99667024666667 16.78551611999998, 41.99667024666667 19.18473527999998, 40.88967796 19.18473527999998, 40.88967796 16.78551611999998))",324,2022-12-31T05:04:15.000Z
"POLYGON ((40.88967796 19.18473527999998, 41.99667024666667 19.18473527999998, 41.99667024666667 21.58395443999999, 40.88967796 21.58395443999999, 40.88967796 19.18473527999998))",330,2022-12-29T16:24:54.000Z
"POLYGON ((40.88967796 21.58395443999999, 41.99667024666667 21.58395443999999, 41.99667024666667 23.98317359999999, 40.88967796 23.98317359999999, 40.88967796 21.58395443999999))",302,2022-12-29T16:24:54.000Z
"POLYGON ((40.88967796 23.98317359999999, 41.99667024666667 23.98317359999999, 41.99667024666667 26.38239275999999, 40.88967796 26.38239275999999, 40.88967796 23.98317359999999))",360,2022-12-31T16:08:33.000Z
"POLYGON ((40.88967796 26.38239275999999, 41.99667024666667 26.38239275999999, 41.99667024666667 28.78161191999999, 40.88967796 28.78161191999999, 40.88967796 26.38239275999999))",356,2022-12-31T16:08:33.000Z
"POLYGON ((40.88967796 28.78161191999999, 41.99667024666667 28.78161191999999, 41.99667024666667 31.18083107999999, 40.88967796 31.18083107999999, 40.88967796 28.78161191999999))",288,2022-12-27T03:58:36.000Z
"POLYGON ((40.88967796 31.18083107999999, 41.99667024666667 31.18083107999999, 41.99667024666667 33.58005023999999, 40.88967796 33.58005023999999, 40.88967796 31.18083107999999))",319,2022-12-28T15:43:51.000Z
"POLYGON ((40.88967796 33.58005023999999, 41.99667024666667 33.58005023999999, 41.99667024666667 35.97926939999999, 40.88967796 35.97926939999999, 40.88967796 33.58005023999999))",356,2022-12-30T15:27:24.000Z
"POLYGON ((40.88967796 35.97926939999999, 41.99667024666667 35.97926939999999, 41.99667024666667 38.37848855999999, 40.88967796 38.37848855999999, 40.88967796 35.97926939999999))",300,2022-12-30T15:27:24.000Z
"POLYGON ((40.88967796 38.37848855999999, 41.99667024666667 38.37848855999999, 41.99667024666667 40.77770772, 40.88967796 40.77770772, 40.88967796 38.37848855999999))",329,2022-12-31T03:25:28.000Z
"POLYGON ((40.88967796 40.77770772, 41.99667024666667 40.77770772, 41.99667024666667 43.17692688, 40.88967796 43.17692688, 40.88967796 40.77770772))",322,2022-12-31T03:25:28.000Z
"POLYGON ((40.88967796 43.17692688, 41.99667024666667 43.17692688, 41.99667024666667 45.57614604, 40.88967796 45.57614604, 40.88967796 43.17692688))",263,2022-12-28T03:00:37.000Z
"POLYGON ((40.88967796 45.57614604, 41.99667024666667 45.57614604, 41.99667024666667 47.9753652, 40.88967796 47.9753652, 40.88967796 45.57614604))",332,2022-12-29T14:46:28.000Z
"POLYGON ((40.88967796 47.9753652, 41.99667024666667 47.9753652, 41.99667024666667 50.37458436, 40.88967796 50.37458436, 40.88967796 47.9753652))",352,2022-12-31T14:29:43.000Z
"POLYGON ((40.88967796 50.37458436, 41.99667024666667 50.37458436, 41.99667024666667 52.77380351999997, 40.88967796 52.77380351999997, 40.88967796 50.37458436))",282,2022-12-31T14:29:43.000Z
"POLYGON ((40.88967796 52.77380351999997, 41.99667024666667 52.77380351999997, 41.99667024666667 55.17302267999997, 40.88967796 55.17302267999997, 40.88967796 52.77380351999997))",334,2022-12-31T14:29:43.000Z
"POLYGON ((40.88967796 55.17302267999997, 41.99667024666667 55.17302267999997, 41.99667024666667 57.57224183999998, 40.88967796 57.57224183999998, 40.88967796 55.17302267999997))",336,2022-12-28T14:05:14.000Z
"POLYGON ((40.88967796 57.57224183999998, 41.99667024666667 57.57224183999998, 41.99667024666667 59.97146099999998, 40.88967796 59.97146099999998, 40.88967796 57.57224183999998))",284,2022-12-29T02:03:15.000Z
"POLYGON ((40.88967796 59.97146099999998, 41.99667024666667 59.97146099999998, 41.99667024666667 62.37068015999998, 40.88967796 62.37068015999998, 40.88967796 59.97146099999998))",324,2022-12-30T13:48:31.000Z
"POLYGON ((40.88967796 62.37068015999998, 41.99667024666667 62.37068015999998, 41.99667024666667 64.76989931999998, 40.88967796 64.76989931999998, 40.88967796 62.37068015999998))",319,2022-12-31T01:46:45.000Z
"POLYGON ((40.88967796 64.76989931999998, 41.99667024666667 64.76989931999998, 41.99667024666667 67.16911847999998, 40.88967796 67.16911847999998, 40.88967796 64.76989931999998))",284,2022-12-31T01:46:45.000Z
"POLYGON ((40.88967796 67.16911847999998, 41.99667024666667 67.16911847999998, 41.99667024666667 69.56833763999998, 40.88967796 69.56833763999998, 40.88967796 67.16911847999998))",323,2022-12-28T01:22:03.000Z
"POLYGON ((40.88967796 69.56833763999998, 41.99667024666667 69.56833763999998, 41.99667024666667 71.96755679999998, 40.88967796 71.96755679999998, 40.88967796 69.56833763999998))",330,2022-12-29T13:07:19.000Z
"POLYGON ((40.88967796 71.96755679999998, 41.99667024666667 71.96755679999998, 41.99667024666667 74.36677595999998, 40.88967796 74.36677595999998, 40.88967796 71.96755679999998))",302,2022-12-30T01:05:44.000Z
"POLYGON ((40.88967796 74.36677595999998, 41.99667024666667 74.36677595999998, 41.99667024666667 76.76599511999999, 40.88967796 76.76599511999999, 40.88967796 74.36677595999998))",292,2022-12-31T12:50:55.000Z
"POLYGON ((40.88967796 76.76599511999999, 41.99667024666667 76.76599511999999, 41.99667024666667 79.16521427999996, 40.88967796 79.16521427999996, 40.88967796 76.76599511999999))",204,2022-12-31T12:50:55.000Z
"POLYGON ((40.88967796 79.16521427999996, 41.99667024666667 79.16521427999996, 41.99667024666667 81.56443343999999, 40.88967796 81.56443343999999, 40.88967796 79.16521427999996))",194,2022-12-28T12:26:17.000Z
"POLYGON ((40.88967796 81.56443343999999, 41.99667024666667 81.56443343999999, 41.99667024666667 83.96365259999996, 40.88967796 83.96365259999996, 40.88967796 81.56443343999999))",204,2022-12-28T12:26:17.000Z
"POLYGON ((40.88967796 83.96365259999996, 41.99667024666667 83.96365259999996, 41.99667024666667 86.36287175999999, 40.88967796 86.36287175999999, 40.88967796 83.96365259999996))",182,2022-12-30T12:10:03.000Z
"POLYGON ((40.88967796 86.36287175999999, 41.99667024666667 86.36287175999999, 41.99667024666667 88.76209091999996, 40.88967796 88.76209091999996, 40.88967796 86.36287175999999))",120,2022-12-30T12:10:03.000Z
"POLYGON ((40.88967796 88.76209091999996, 41.99667024666667 88.76209091999996, 41.99667024666667 91.16131007999999, 40.88967796 91.16131007999999, 40.88967796 88.76209091999996))",192,2022-12-27T11:45:02.000Z
"POLYGON ((40.88967796 91.16131007999999, 41.99667024666667 91.16131007999999, 41.99667024666667 93.56052923999997, 40.88967796 93.56052923999997, 40.88967796 91.16131007999999))",267,2022-12-27T11:45:02.000Z
"POLYGON ((40.88967796 93.56052923999997, 41.99667024666667 93.56052923999997, 41.99667024666667 95.9597484, 40.88967796 95.9597484, 40.88967796 93.56052923999997))",244,2022-12-27T23:43:09.000Z
"POLYGON ((40.88967796 95.9597484, 41.99667024666667 95.9597484, 41.99667024666667 98.35896755999997, 40.88967796 98.35896755999997, 40.88967796 95.9597484))",278,2022-12-29T23:26:50.000Z
"POLYGON ((40.88967796 98.35896755999997, 41.99667024666667 98.35896755999997, 41.99667024666667 100.75818672, 40.88967796 100.75818672, 40.88967796 98.35896755999997))",303,2022-12-31T11:12:20.000Z
"POLYGON ((40.88967796 100.75818672, 41.99667024666667 100.75818672, 41.99667024666667 103.15740588, 40.88967796 103.15740588, 40.88967796 100.75818672))",250,2022-12-31T23:10:32.000Z
"POLYGON ((40.88967796 103.15740588, 41.99667024666667 103.15740588, 41.99667024666667 105.55662504, 40.88967796 105.55662504, 40.88967796 103.15740588))",195,2022-12-31T23:10:32.000Z
"POLYGON ((40.88967796 105.55662504, 41.99667024666667 105.55662504, 41.99667024666667 107.9558442, 40.88967796 107.9558442, 40.88967796 105.55662504))",113,2022-12-31T23:10:04.000Z
"POLYGON ((40.88967796 107.9558442, 41.99667024666667 107.9558442, 41.99667024666667 110.35506336, 40.88967796 110.35506336, 40.88967796 107.9558442))",112,2022-12-30T10:31:21.000Z
"POLYGON ((40.88967796 110.35506336, 41.99667024666667 110.35506336, 41.99667024666667 112.75428252, 40.88967796 112.75428252, 40.88967796 110.35506336))",121,2022-12-30T10:31:21.000Z
"POLYGON ((40.88967796 112.75428252, 41.99667024666667 112.75428252, 41.99667024666667 115.15350168, 40.88967796 115.15350168, 40.88967796 112.75428252))",170,2022-12-30T10:30:56.000Z
"POLYGON ((40.88967796 115.15350168, 41.99667024666667 115.15350168, 41.99667024666667 117.55272084, 40.88967796 117.55272084, 40.88967796 115.15350168))",86,2022-12-20T10:14:29.000Z
"POLYGON ((40.88967796 117.55272084, 41.99667024666667 117.55272084, 41.99667024666667 119.95194, 40.88967796 119.95194, 40.88967796 117.55272084))",46,2022-12-22T09:58:01.000Z
"POLYGON ((40.88967796 119.95194, 41.99667024666667 119.95194, 41.99667024666667 122.35115916, 40.88967796 122.35115916, 40.88967796 119.95194))",87,2022-12-29T09:49:37.000Z
"POLYGON ((40.88967796 122.35115916, 41.99667024666667 122.35115916, 41.99667024666667 124.75037832, 40.88967796 124.75037832, 40.88967796 122.35115916))",76,2022-12-29T21:47:47.000Z
"POLYGON ((40.88967796 124.75037832, 41.99667024666667 124.75037832, 41.99667024666667 127.14959748, 40.88967796 127.14959748, 40.88967796 124.75037832))",66,2022-12-29T21:47:47.000Z
"POLYGON ((40.88967796 127.14959748, 41.99667024666667 127.14959748, 41.99667024666667 129.54881664, 40.88967796 129.54881664, 40.88967796 127.14959748))",54,2022-12-21T09:17:10.000Z
"POLYGON ((40.88967796 129.54881664, 41.99667024666667 129.54881664, 41.99667024666667 131.9480358, 40.88967796 131.9480358, 40.88967796 129.54881664))",28,2022-12-21T09:17:10.000Z
"POLYGON ((40.88967796 134.34725496, 41.99667024666667 134.34725496, 41.99667024666667 136.74647412, 40.88967796 136.74647412, 40.88967796 134.34725496))",2,2022-09-08T08:44:25.000Z
"POLYGON ((40.88967796 136.74647412, 41.99667024666667 136.74647412, 41.99667024666667 139.14569328, 40.88967796 139.14569328, 40.88967796 136.74647412))",2,2022-09-08T08:44:25.000Z
"POLYGON ((40.88967796 139.14569328, 41.99667024666667 139.14569328, 41.99667024666667 141.54491244, 40.88967796 141.54491244, 40.88967796 139.14569328))",60,2022-12-25T20:42:11.000Z
"POLYGON ((40.88967796 141.54491244, 41.99667024666667 141.54491244, 41.99667024666667 143.9441316, 40.88967796 143.9441316, 40.88967796 141.54491244))",119,2022-12-27T20:25:18.000Z
"POLYGON ((40.88967796 143.9441316, 41.99667024666667 143.9441316, 41.99667024666667 146.34335076, 40.88967796 146.34335076, 40.88967796 143.9441316))",61,2022-12-27T20:25:18.000Z
"POLYGON ((40.88967796 146.34335076, 41.99667024666667 146.34335076, 41.99667024666667 148.74256992, 40.88967796 148.74256992, 40.88967796 146.34335076))",31,2022-12-27T20:25:18.000Z
"POLYGON ((41.99667024666667 -129.56685264, 43.10366253333333 -129.56685264, 43.10366253333333 -127.16763348, 41.99667024666667 -127.16763348, 41.99667024666667 -129.56685264))",31,2022-12-30T02:17:41.000Z
"POLYGON ((41.99667024666667 -127.16763348, 43.10366253333333 -127.16763348, 43.10366253333333 -124.76841432, 41.99667024666667 -124.76841432, 41.99667024666667 -127.16763348))",180,2022-12-30T02:17:41.000Z
"POLYGON ((41.99667024666667 -124.76841432, 43.10366253333333 -124.76841432, 43.10366253333333 -122.36919516, 41.99667024666667 -122.36919516, 41.99667024666667 -124.76841432))",298,2022-12-30T14:15:12.000Z
"POLYGON ((41.99667024666667 -122.36919516, 43.10366253333333 -122.36919516, 43.10366253333333 -119.969976, 41.99667024666667 -119.969976, 41.99667024666667 -122.36919516))",300,2022-12-30T14:15:12.000Z
"POLYGON ((41.99667024666667 -119.969976, 43.10366253333333 -119.969976, 43.10366253333333 -117.57075684, 41.99667024666667 -117.57075684, 41.99667024666667 -119.969976))",236,2022-12-27T01:53:12.000Z
"POLYGON ((41.99667024666667 -117.57075684, 43.10366253333333 -117.57075684, 43.10366253333333 -115.17153768, 41.99667024666667 -115.17153768, 41.99667024666667 -117.57075684))",191,2022-12-29T01:36:23.000Z
"POLYGON ((41.99667024666667 -115.17153768, 43.10366253333333 -115.17153768, 43.10366253333333 -112.77231852, 41.99667024666667 -112.77231852, 41.99667024666667 -115.17153768))",142,2022-12-29T13:34:13.000Z
"POLYGON ((41.99667024666667 -112.77231852, 43.10366253333333 -112.77231852, 43.10366253333333 -110.37309936, 41.99667024666667 -110.37309936, 41.99667024666667 -112.77231852))",164,2022-12-29T13:34:13.000Z
"POLYGON ((41.99667024666667 -110.37309936, 43.10366253333333 -110.37309936, 43.10366253333333 -107.9738802, 41.99667024666667 -107.9738802, 41.99667024666667 -110.37309936))",178,2022-12-31T13:17:37.000Z
"POLYGON ((41.99667024666667 -107.9738802, 43.10366253333333 -107.9738802, 43.10366253333333 -105.57466104, 41.99667024666667 -105.57466104, 41.99667024666667 -107.9738802))",174,2022-12-31T13:17:37.000Z
"POLYGON ((41.99667024666667 -105.57466104, 43.10366253333333 -105.57466104, 43.10366253333333 -103.17544188, 41.99667024666667 -103.17544188, 41.99667024666667 -105.57466104))",165,2022-12-23T00:47:15.000Z
"POLYGON ((41.99667024666667 -103.17544188, 43.10366253333333 -103.17544188, 43.10366253333333 -100.77622272, 41.99667024666667 -100.77622272, 41.99667024666667 -103.17544188))",233,2022-12-30T00:39:02.000Z
"POLYGON ((41.99667024666667 -100.77622272, 43.10366253333333 -100.77622272, 43.10366253333333 -98.37700356000001, 41.99667024666667 -98.37700356000001, 41.99667024666667 -100.77622272))",180,2022-12-30T00:39:02.000Z
"POLYGON ((41.99667024666667 -98.37700356000001, 43.10366253333333 -98.37700356000001, 43.10366253333333 -95.9777844, 41.99667024666667 -95.9777844, 41.99667024666667 -98.37700356000001))",170,2022-12-27T00:14:17.000Z
"POLYGON ((41.99667024666667 -95.9777844, 43.10366253333333 -95.9777844, 43.10366253333333 -93.57856524, 41.99667024666667 -93.57856524, 41.99667024666667 -95.9777844))",100,2022-12-27T00:14:17.000Z
"POLYGON ((41.99667024666667 -93.57856524, 43.10366253333333 -93.57856524, 43.10366253333333 -91.17934608, 41.99667024666667 -91.17934608, 41.99667024666667 -93.57856524))",100,2022-12-28T23:57:43.000Z
"POLYGON ((41.99667024666667 -91.17934608, 43.10366253333333 -91.17934608, 43.10366253333333 -88.78012692000001, 41.99667024666667 -88.78012692000001, 41.99667024666667 -91.17934608))",76,2022-12-28T23:57:43.000Z
"POLYGON ((41.99667024666667 -88.78012692000001, 43.10366253333333 -88.78012692000001, 43.10366253333333 -86.38090776000001, 41.99667024666667 -86.38090776000001, 41.99667024666667 -88.78012692000001))",60,2022-12-30T23:41:38.000Z
"POLYGON ((41.99667024666667 -86.38090776000001, 43.10366253333333 -86.38090776000001, 43.10366253333333 -83.98168860000001, 41.99667024666667 -83.98168860000001, 41.99667024666667 -86.38090776000001))",85,2022-12-30T23:41:13.000Z
"POLYGON ((41.99667024666667 -83.98168860000001, 43.10366253333333 -83.98168860000001, 43.10366253333333 -81.58246944000001, 41.99667024666667 -81.58246944000001, 41.99667024666667 -83.98168860000001))",97,2022-12-27T23:16:40.000Z
"POLYGON ((41.99667024666667 -81.58246944000001, 43.10366253333333 -81.58246944000001, 43.10366253333333 -79.18325028000001, 41.99667024666667 -79.18325028000001, 41.99667024666667 -81.58246944000001))",123,2022-12-27T23:16:40.000Z
"POLYGON ((41.99667024666667 -79.18325028000001, 43.10366253333333 -79.18325028000001, 43.10366253333333 -76.78403112000001, 41.99667024666667 -76.78403112000001, 41.99667024666667 -79.18325028000001))",159,2022-12-29T23:00:17.000Z
"POLYGON ((41.99667024666667 -76.78403112000001, 43.10366253333333 -76.78403112000001, 43.10366253333333 -74.38481196000001, 41.99667024666667 -74.38481196000001, 41.99667024666667 -76.78403112000001))",140,2022-12-29T23:00:17.000Z
"POLYGON ((41.99667024666667 -74.38481196000001, 43.10366253333333 -74.38481196000001, 43.10366253333333 -71.98559280000001, 41.99667024666667 -71.98559280000001, 41.99667024666667 -74.38481196000001))",156,2022-12-31T22:43:42.000Z
"POLYGON ((41.99667024666667 -71.98559280000001, 43.10366253333333 -71.98559280000001, 43.10366253333333 -69.58637364000001, 41.99667024666667 -69.58637364000001, 41.99667024666667 -71.98559280000001))",185,2022-12-31T22:43:42.000Z
"POLYGON ((41.99667024666667 -69.58637364000001, 43.10366253333333 -69.58637364000001, 43.10366253333333 -67.18715448, 41.99667024666667 -67.18715448, 41.99667024666667 -69.58637364000001))",116,2022-12-26T22:35:38.000Z
"POLYGON ((41.99667024666667 -67.18715448, 43.10366253333333 -67.18715448, 43.10366253333333 -64.78793532, 41.99667024666667 -64.78793532, 41.99667024666667 -67.18715448))",118,2022-12-23T22:10:49.000Z
"POLYGON ((41.99667024666667 -64.78793532, 43.10366253333333 -64.78793532, 43.10366253333333 -62.38871616000002, 41.99667024666667 -62.38871616000002, 41.99667024666667 -64.78793532))",118,2022-12-30T22:02:49.000Z
"POLYGON ((41.99667024666667 -62.38871616000002, 43.10366253333333 -62.38871616000002, 43.10366253333333 -59.98949700000001, 41.99667024666667 -59.98949700000001, 41.99667024666667 -62.38871616000002))",174,2022-12-30T22:02:49.000Z
"POLYGON ((41.99667024666667 -59.98949700000001, 43.10366253333333 -59.98949700000001, 43.10366253333333 -57.59027784000001, 41.99667024666667 -57.59027784000001, 41.99667024666667 -59.98949700000001))",116,2022-12-25T21:54:26.000Z
"POLYGON ((41.99667024666667 -57.59027784000001, 43.10366253333333 -57.59027784000001, 43.10366253333333 -55.19105868000001, 41.99667024666667 -55.19105868000001, 41.99667024666667 -57.59027784000001))",120,2022-12-27T21:38:04.000Z
"POLYGON ((41.99667024666667 -55.19105868000001, 43.10366253333333 -55.19105868000001, 43.10366253333333 -52.79183952000001, 41.99667024666667 -52.79183952000001, 41.99667024666667 -55.19105868000001))",84,2022-12-27T21:38:04.000Z
"POLYGON ((41.99667024666667 -52.79183952000001, 43.10366253333333 -52.79183952000001, 43.10366253333333 -50.39262036000002, 41.99667024666667 -50.39262036000002, 41.99667024666667 -52.79183952000001))",59,2022-12-23T09:26:56.000Z
"POLYGON ((41.99667024666667 -50.39262036000002, 43.10366253333333 -50.39262036000002, 43.10366253333333 -47.99340120000002, 41.99667024666667 -47.99340120000002, 41.99667024666667 -50.39262036000002))",54,2022-12-23T09:26:56.000Z
"POLYGON ((41.99667024666667 -31.19886708000001, 43.10366253333333 -31.19886708000001, 43.10366253333333 -28.79964792000001, 41.99667024666667 -28.79964792000001, 41.99667024666667 -31.19886708000001))",104,2022-12-28T07:56:31.000Z
"POLYGON ((41.99667024666667 -28.79964792000001, 43.10366253333333 -28.79964792000001, 43.10366253333333 -26.40042876000001, 41.99667024666667 -26.40042876000001, 41.99667024666667 -28.79964792000001))",178,2022-12-29T19:42:21.000Z
"POLYGON ((41.99667024666667 -26.40042876000001, 43.10366253333333 -26.40042876000001, 43.10366253333333 -24.00120960000001, 41.99667024666667 -24.00120960000001, 41.99667024666667 -26.40042876000001))",215,2022-12-30T07:40:21.000Z
