geometry,count,time
"POLYGON ((-18.88790552 -88.78012692000001, -17.78091323333333 -88.78012692000001, -17.78091323333333 -86.38090776000001, -18.88790552 -86.38090776000001, -18.88790552 -88.78012692000001))",81,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -86.38090776000001, -17.78091323333333 -86.38090776000001, -17.78091323333333 -83.98168860000001, -18.88790552 -83.98168860000001, -18.88790552 -86.38090776000001))",81,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -83.98168860000001, -17.78091323333333 -83.98168860000001, -17.78091323333333 -81.58246944000001, -18.88790552 -81.58246944000001, -18.88790552 -83.98168860000001))",81,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -81.58246944000001, -17.78091323333333 -81.58246944000001, -17.78091323333333 -79.18325028000001, -18.88790552 -79.18325028000001, -18.88790552 -81.58246944000001))",81,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -79.18325028000001, -17.78091323333333 -79.18325028000001, -17.78091323333333 -76.78403112000001, -18.88790552 -76.78403112000001, -18.88790552 -79.18325028000001))",81,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -76.78403112000001, -17.78091323333333 -76.78403112000001, -17.78091323333333 -74.38481196000001, -18.88790552 -74.38481196000001, -18.88790552 -76.78403112000001))",85,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -74.38481196000001, -17.78091323333333 -74.38481196000001, -17.78091323333333 -71.98559280000001, -18.88790552 -71.98559280000001, -18.88790552 -74.38481196000001))",161,2022-12-31T10:17:13.000Z
"POLYGON ((-18.88790552 -71.98559280000001, -17.78091323333333 -71.98559280000001, -17.78091323333333 -69.58637364000001, -18.88790552 -69.58637364000001, -18.88790552 -71.98559280000001))",301,2022-12-31T10:16:48.000Z
"POLYGON ((-18.88790552 -69.58637364000001, -17.78091323333333 -69.58637364000001, -17.78091323333333 -67.18715448, -18.88790552 -67.18715448, -18.88790552 -69.58637364000001))",313,2022-12-27T22:59:52.000Z
"POLYGON ((-18.88790552 -67.18715448, -17.78091323333333 -67.18715448, -17.78091323333333 -64.78793532, -18.88790552 -64.78793532, -18.88790552 -67.18715448))",213,2022-12-28T09:52:05.000Z
"POLYGON ((-18.88790552 -64.78793532, -17.78091323333333 -64.78793532, -17.78091323333333 -62.38871616000002, -18.88790552 -62.38871616000002, -18.88790552 -64.78793532))",148,2022-12-30T09:35:47.000Z
"POLYGON ((-18.88790552 -62.38871616000002, -17.78091323333333 -62.38871616000002, -17.78091323333333 -59.98949700000001, -18.88790552 -59.98949700000001, -18.88790552 -62.38871616000002))",134,2022-12-30T09:35:47.000Z
"POLYGON ((-18.88790552 -59.98949700000001, -17.78091323333333 -59.98949700000001, -17.78091323333333 -57.59027784000001, -18.88790552 -57.59027784000001, -18.88790552 -59.98949700000001))",198,2022-12-30T09:35:47.000Z
"POLYGON ((-18.88790552 -57.59027784000001, -17.78091323333333 -57.59027784000001, -17.78091323333333 -55.19105868000001, -18.88790552 -55.19105868000001, -18.88790552 -57.59027784000001))",191,2022-12-27T09:10:37.000Z
"POLYGON ((-18.88790552 -55.19105868000001, -17.78091323333333 -55.19105868000001, -17.78091323333333 -52.79183952000001, -18.88790552 -52.79183952000001, -18.88790552 -55.19105868000001))",156,2022-12-27T09:10:37.000Z
"POLYGON ((-18.88790552 -52.79183952000001, -17.78091323333333 -52.79183952000001, -17.78091323333333 -50.39262036000002, -18.88790552 -50.39262036000002, -18.88790552 -52.79183952000001))",197,2022-12-29T08:54:51.000Z
"POLYGON ((-18.88790552 -50.39262036000002, -17.78091323333333 -50.39262036000002, -17.78091323333333 -47.99340120000002, -18.88790552 -47.99340120000002, -18.88790552 -50.39262036000002))",183,2022-12-29T08:54:27.000Z
"POLYGON ((-18.88790552 -47.99340120000002, -17.78091323333333 -47.99340120000002, -17.78091323333333 -45.59418204000002, -18.88790552 -45.59418204000002, -18.88790552 -47.99340120000002))",141,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -45.59418204000002, -17.78091323333333 -45.59418204000002, -17.78091323333333 -43.19496288000002, -18.88790552 -43.19496288000002, -18.88790552 -45.59418204000002))",101,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -43.19496288000002, -17.78091323333333 -43.19496288000002, -17.78091323333333 -40.79574372000002, -18.88790552 -40.79574372000002, -18.88790552 -43.19496288000002))",153,2022-12-28T08:13:25.000Z
"POLYGON ((-18.88790552 -40.79574372000002, -17.78091323333333 -40.79574372000002, -17.78091323333333 -38.39652456000002, -18.88790552 -38.39652456000002, -18.88790552 -40.79574372000002))",162,2022-12-28T08:13:25.000Z
"POLYGON ((-18.88790552 -38.39652456000002, -17.78091323333333 -38.39652456000002, -17.78091323333333 -35.99730540000002, -18.88790552 -35.99730540000002, -18.88790552 -38.39652456000002))",143,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -35.99730540000002, -17.78091323333333 -35.99730540000002, -17.78091323333333 -33.59808624000001, -18.88790552 -33.59808624000001, -18.88790552 -35.99730540000002))",103,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -33.59808624000001, -17.78091323333333 -33.59808624000001, -17.78091323333333 -31.19886708000001, -18.88790552 -31.19886708000001, -18.88790552 -33.59808624000001))",81,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -31.19886708000001, -17.78091323333333 -31.19886708000001, -17.78091323333333 -28.79964792000001, -18.88790552 -28.79964792000001, -18.88790552 -31.19886708000001))",81,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -28.79964792000001, -17.78091323333333 -28.79964792000001, -17.78091323333333 -26.40042876000001, -18.88790552 -26.40042876000001, -18.88790552 -28.79964792000001))",81,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -26.40042876000001, -17.78091323333333 -26.40042876000001, -17.78091323333333 -24.00120960000001, -18.88790552 -24.00120960000001, -18.88790552 -26.40042876000001))",81,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -24.00120960000001, -17.78091323333333 -24.00120960000001, -17.78091323333333 -21.60199044000001, -18.88790552 -21.60199044000001, -18.88790552 -24.00120960000001))",54,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -21.60199044000001, -17.78091323333333 -21.60199044000001, -17.78091323333333 -19.20277128000001, -18.88790552 -19.20277128000001, -18.88790552 -21.60199044000001))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -19.20277128000001, -17.78091323333333 -19.20277128000001, -17.78091323333333 -16.80355212000001, -18.88790552 -16.80355212000001, -18.88790552 -19.20277128000001))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -16.80355212000001, -17.78091323333333 -16.80355212000001, -17.78091323333333 -14.40433296, -18.88790552 -14.40433296, -18.88790552 -16.80355212000001))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -14.40433296, -17.78091323333333 -14.40433296, -17.78091323333333 -12.0051138, -18.88790552 -12.0051138, -18.88790552 -14.40433296))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -12.0051138, -17.78091323333333 -12.0051138, -17.78091323333333 -9.605894640000002, -18.88790552 -9.605894640000002, -18.88790552 -12.0051138))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -9.605894640000002, -17.78091323333333 -9.605894640000002, -17.78091323333333 -7.206675480000001, -18.88790552 -7.206675480000001, -18.88790552 -9.605894640000002))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -7.206675480000001, -17.78091323333333 -7.206675480000001, -17.78091323333333 -4.80745632, -18.88790552 -4.80745632, -18.88790552 -7.206675480000001))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -4.80745632, -17.78091323333333 -4.80745632, -17.78091323333333 -2.408237159999999, -18.88790552 -2.408237159999999, -18.88790552 -4.80745632))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -2.408237159999999, -17.78091323333333 -2.408237159999999, -17.78091323333333 -0.00901800000002595, -18.88790552 -0.00901800000002595, -18.88790552 -2.408237159999999))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 -0.00901800000002595, -17.78091323333333 -0.00901800000002595, -17.78091323333333 2.390201159999975, -18.88790552 2.390201159999975, -18.88790552 -0.00901800000002595))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 2.390201159999975, -17.78091323333333 2.390201159999975, -17.78091323333333 4.789420319999977, -18.88790552 4.789420319999977, -18.88790552 2.390201159999975))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 4.789420319999977, -17.78091323333333 4.789420319999977, -17.78091323333333 7.188639479999978, -18.88790552 7.188639479999978, -18.88790552 4.789420319999977))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 7.188639479999978, -17.78091323333333 7.188639479999978, -17.78091323333333 9.587858639999979, -18.88790552 9.587858639999979, -18.88790552 7.188639479999978))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 9.587858639999979, -17.78091323333333 9.587858639999979, -17.78091323333333 11.98707779999998, -18.88790552 11.98707779999998, -18.88790552 9.587858639999979))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 11.98707779999998, -17.78091323333333 11.98707779999998, -17.78091323333333 14.38629695999998, -18.88790552 14.38629695999998, -18.88790552 11.98707779999998))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 14.38629695999998, -17.78091323333333 14.38629695999998, -17.78091323333333 16.78551611999998, -18.88790552 16.78551611999998, -18.88790552 14.38629695999998))",74,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 16.78551611999998, -17.78091323333333 16.78551611999998, -17.78091323333333 19.18473527999998, -18.88790552 19.18473527999998, -18.88790552 16.78551611999998))",74,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 19.18473527999998, -17.78091323333333 19.18473527999998, -17.78091323333333 21.58395443999999, -18.88790552 21.58395443999999, -18.88790552 19.18473527999998))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 21.58395443999999, -17.78091323333333 21.58395443999999, -17.78091323333333 23.98317359999999, -18.88790552 23.98317359999999, -18.88790552 21.58395443999999))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 23.98317359999999, -17.78091323333333 23.98317359999999, -17.78091323333333 26.38239275999999, -18.88790552 26.38239275999999, -18.88790552 23.98317359999999))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 26.38239275999999, -17.78091323333333 26.38239275999999, -17.78091323333333 28.78161191999999, -18.88790552 28.78161191999999, -18.88790552 26.38239275999999))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 28.78161191999999, -17.78091323333333 28.78161191999999, -17.78091323333333 31.18083107999999, -18.88790552 31.18083107999999, -18.88790552 28.78161191999999))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 31.18083107999999, -17.78091323333333 31.18083107999999, -17.78091323333333 33.58005023999999, -18.88790552 33.58005023999999, -18.88790552 31.18083107999999))",112,2022-12-28T03:17:18.000Z
"POLYGON ((-18.88790552 33.58005023999999, -17.78091323333333 33.58005023999999, -17.78091323333333 35.97926939999999, -18.88790552 35.97926939999999, -18.88790552 33.58005023999999))",172,2022-12-28T03:17:18.000Z
"POLYGON ((-18.88790552 35.97926939999999, -17.78091323333333 35.97926939999999, -17.78091323333333 38.37848855999999, -18.88790552 38.37848855999999, -18.88790552 35.97926939999999))",170,2022-12-30T03:01:02.000Z
"POLYGON ((-18.88790552 38.37848855999999, -17.78091323333333 38.37848855999999, -17.78091323333333 40.77770772, -18.88790552 40.77770772, -18.88790552 38.37848855999999))",112,2022-12-30T03:00:37.000Z
"POLYGON ((-18.88790552 40.77770772, -17.78091323333333 40.77770772, -17.78091323333333 43.17692688, -18.88790552 43.17692688, -18.88790552 40.77770772))",113,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 43.17692688, -17.78091323333333 43.17692688, -17.78091323333333 45.57614604, -18.88790552 45.57614604, -18.88790552 43.17692688))",166,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 45.57614604, -17.78091323333333 45.57614604, -17.78091323333333 47.9753652, -18.88790552 47.9753652, -18.88790552 45.57614604))",159,2022-12-29T02:19:40.000Z
"POLYGON ((-18.88790552 47.9753652, -17.78091323333333 47.9753652, -17.78091323333333 50.37458436, -18.88790552 50.37458436, -18.88790552 47.9753652))",161,2022-12-29T02:19:40.000Z
"POLYGON ((-18.88790552 50.37458436, -17.78091323333333 50.37458436, -17.78091323333333 52.77380351999997, -18.88790552 52.77380351999997, -18.88790552 50.37458436))",108,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 52.77380351999997, -17.78091323333333 52.77380351999997, -17.78091323333333 55.17302267999997, -18.88790552 55.17302267999997, -18.88790552 52.77380351999997))",112,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 55.17302267999997, -17.78091323333333 55.17302267999997, -17.78091323333333 57.57224183999998, -18.88790552 57.57224183999998, -18.88790552 55.17302267999997))",112,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 57.57224183999998, -17.78091323333333 57.57224183999998, -17.78091323333333 59.97146099999998, -18.88790552 59.97146099999998, -18.88790552 57.57224183999998))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 59.97146099999998, -17.78091323333333 59.97146099999998, -17.78091323333333 62.37068015999998, -18.88790552 62.37068015999998, -18.88790552 59.97146099999998))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 62.37068015999998, -17.78091323333333 62.37068015999998, -17.78091323333333 64.76989931999998, -18.88790552 64.76989931999998, -18.88790552 62.37068015999998))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 64.76989931999998, -17.78091323333333 64.76989931999998, -17.78091323333333 67.16911847999998, -18.88790552 67.16911847999998, -18.88790552 64.76989931999998))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 67.16911847999998, -17.78091323333333 67.16911847999998, -17.78091323333333 69.56833763999998, -18.88790552 69.56833763999998, -18.88790552 67.16911847999998))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 69.56833763999998, -17.78091323333333 69.56833763999998, -17.78091323333333 71.96755679999998, -18.88790552 71.96755679999998, -18.88790552 69.56833763999998))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 71.96755679999998, -17.78091323333333 71.96755679999998, -17.78091323333333 74.36677595999998, -18.88790552 74.36677595999998, -18.88790552 71.96755679999998))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 74.36677595999998, -17.78091323333333 74.36677595999998, -17.78091323333333 76.76599511999999, -18.88790552 76.76599511999999, -18.88790552 74.36677595999998))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 76.76599511999999, -17.78091323333333 76.76599511999999, -17.78091323333333 79.16521427999996, -18.88790552 79.16521427999996, -18.88790552 76.76599511999999))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 79.16521427999996, -17.78091323333333 79.16521427999996, -17.78091323333333 81.56443343999999, -18.88790552 81.56443343999999, -18.88790552 79.16521427999996))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 81.56443343999999, -17.78091323333333 81.56443343999999, -17.78091323333333 83.96365259999996, -18.88790552 83.96365259999996, -18.88790552 81.56443343999999))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 83.96365259999996, -17.78091323333333 83.96365259999996, -17.78091323333333 86.36287175999999, -18.88790552 86.36287175999999, -18.88790552 83.96365259999996))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 86.36287175999999, -17.78091323333333 86.36287175999999, -17.78091323333333 88.76209091999996, -18.88790552 88.76209091999996, -18.88790552 86.36287175999999))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 88.76209091999996, -17.78091323333333 88.76209091999996, -17.78091323333333 91.16131007999999, -18.88790552 91.16131007999999, -18.88790552 88.76209091999996))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 91.16131007999999, -17.78091323333333 91.16131007999999, -17.78091323333333 93.56052923999997, -18.88790552 93.56052923999997, -18.88790552 91.16131007999999))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 93.56052923999997, -17.78091323333333 93.56052923999997, -17.78091323333333 95.9597484, -18.88790552 95.9597484, -18.88790552 93.56052923999997))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 95.9597484, -17.78091323333333 95.9597484, -17.78091323333333 98.35896755999997, -18.88790552 98.35896755999997, -18.88790552 95.9597484))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 98.35896755999997, -17.78091323333333 98.35896755999997, -17.78091323333333 100.75818672, -18.88790552 100.75818672, -18.88790552 98.35896755999997))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 100.75818672, -17.78091323333333 100.75818672, -17.78091323333333 103.15740588, -18.88790552 103.15740588, -18.88790552 100.75818672))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 103.15740588, -17.78091323333333 103.15740588, -17.78091323333333 105.55662504, -18.88790552 105.55662504, -18.88790552 103.15740588))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 105.55662504, -17.78091323333333 105.55662504, -17.78091323333333 107.9558442, -18.88790552 107.9558442, -18.88790552 105.55662504))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 107.9558442, -17.78091323333333 107.9558442, -17.78091323333333 110.35506336, -18.88790552 110.35506336, -18.88790552 107.9558442))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 110.35506336, -17.78091323333333 110.35506336, -17.78091323333333 112.75428252, -18.88790552 112.75428252, -18.88790552 110.35506336))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 112.75428252, -17.78091323333333 112.75428252, -17.78091323333333 115.15350168, -18.88790552 115.15350168, -18.88790552 112.75428252))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 115.15350168, -17.78091323333333 115.15350168, -17.78091323333333 117.55272084, -18.88790552 117.55272084, -18.88790552 115.15350168))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 117.55272084, -17.78091323333333 117.55272084, -17.78091323333333 119.95194, -18.88790552 119.95194, -18.88790552 117.55272084))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 119.95194, -17.78091323333333 119.95194, -17.78091323333333 122.35115916, -18.88790552 122.35115916, -18.88790552 119.95194))",114,2022-12-28T21:23:44.000Z
"POLYGON ((-18.88790552 122.35115916, -17.78091323333333 122.35115916, -17.78091323333333 124.75037832, -18.88790552 124.75037832, -18.88790552 122.35115916))",174,2022-12-28T21:23:19.000Z
"POLYGON ((-18.88790552 124.75037832, -17.78091323333333 124.75037832, -17.78091323333333 127.14959748, -18.88790552 127.14959748, -18.88790552 124.75037832))",226,2022-12-30T21:07:03.000Z
"POLYGON ((-18.88790552 127.14959748, -17.78091323333333 127.14959748, -17.78091323333333 129.54881664, -18.88790552 129.54881664, -18.88790552 127.14959748))",224,2022-12-30T21:07:03.000Z
"POLYGON ((-18.88790552 129.54881664, -17.78091323333333 129.54881664, -17.78091323333333 131.9480358, -18.88790552 131.9480358, -18.88790552 129.54881664))",200,2022-12-27T20:42:31.000Z
"POLYGON ((-18.88790552 131.9480358, -17.78091323333333 131.9480358, -17.78091323333333 134.34725496, -18.88790552 134.34725496, -18.88790552 131.9480358))",176,2022-12-27T20:42:31.000Z
"POLYGON ((-18.88790552 134.34725496, -17.78091323333333 134.34725496, -17.78091323333333 136.74647412, -18.88790552 136.74647412, -18.88790552 134.34725496))",174,2022-12-29T20:25:53.000Z
"POLYGON ((-18.88790552 136.74647412, -17.78091323333333 136.74647412, -17.78091323333333 139.14569328, -18.88790552 139.14569328, -18.88790552 136.74647412))",171,2022-12-29T20:25:53.000Z
"POLYGON ((-18.88790552 139.14569328, -17.78091323333333 139.14569328, -17.78091323333333 141.54491244, -18.88790552 141.54491244, -18.88790552 139.14569328))",226,2022-12-31T20:09:26.000Z
"POLYGON ((-18.88790552 141.54491244, -17.78091323333333 141.54491244, -17.78091323333333 143.9441316, -18.88790552 143.9441316, -18.88790552 141.54491244))",227,2022-12-31T20:09:26.000Z
"POLYGON ((-18.88790552 143.9441316, -17.78091323333333 143.9441316, -17.78091323333333 146.34335076, -18.88790552 146.34335076, -18.88790552 143.9441316))",199,2022-12-28T19:44:49.000Z
"POLYGON ((-18.88790552 146.34335076, -17.78091323333333 146.34335076, -17.78091323333333 148.74256992, -18.88790552 148.74256992, -18.88790552 146.34335076))",144,2022-12-28T19:44:49.000Z
"POLYGON ((-18.88790552 148.74256992, -17.78091323333333 148.74256992, -17.78091323333333 151.14178908, -18.88790552 151.14178908, -18.88790552 148.74256992))",82,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 151.14178908, -17.78091323333333 151.14178908, -17.78091323333333 153.54100824, -18.88790552 153.54100824, -18.88790552 151.14178908))",79,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 153.54100824, -17.78091323333333 153.54100824, -17.78091323333333 155.9402274, -18.88790552 155.9402274, -18.88790552 153.54100824))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 155.9402274, -17.78091323333333 155.9402274, -17.78091323333333 158.33944656, -18.88790552 158.33944656, -18.88790552 155.9402274))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 158.33944656, -17.78091323333333 158.33944656, -17.78091323333333 160.73866572, -18.88790552 160.73866572, -18.88790552 158.33944656))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 160.73866572, -17.78091323333333 160.73866572, -17.78091323333333 163.13788488, -18.88790552 163.13788488, -18.88790552 160.73866572))",64,2022-12-31T07:38:06.000Z
"POLYGON ((-18.88790552 163.13788488, -17.78091323333333 163.13788488, -17.78091323333333 165.53710404, -18.88790552 165.53710404, -18.88790552 163.13788488))",77,2022-12-31T07:38:06.000Z
"POLYGON ((-18.88790552 165.53710404, -17.78091323333333 165.53710404, -17.78091323333333 167.9363232, -18.88790552 167.9363232, -18.88790552 165.53710404))",85,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 167.9363232, -17.78091323333333 167.9363232, -17.78091323333333 170.33554236, -18.88790552 170.33554236, -18.88790552 167.9363232))",112,2022-12-28T07:13:47.000Z
"POLYGON ((-18.88790552 170.33554236, -17.78091323333333 170.33554236, -17.78091323333333 172.73476152, -18.88790552 172.73476152, -18.88790552 170.33554236))",84,2022-12-28T07:13:21.000Z
"POLYGON ((-18.88790552 172.73476152, -17.78091323333333 172.73476152, -17.78091323333333 175.13398068, -18.88790552 175.13398068, -18.88790552 172.73476152))",52,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 175.13398068, -17.78091323333333 175.13398068, -17.78091323333333 177.53319984, -18.88790552 177.53319984, -18.88790552 175.13398068))",109,2022-12-27T06:32:32.000Z
"POLYGON ((-18.88790552 177.53319984, -17.78091323333333 177.53319984, -17.78091323333333 179.932419, -18.88790552 179.932419, -18.88790552 177.53319984))",136,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -179.950455, -16.67392094666666 -179.950455, -16.67392094666666 -177.55123584, -17.78091323333333 -177.55123584, -17.78091323333333 -179.950455))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -177.55123584, -16.67392094666666 -177.55123584, -16.67392094666666 -175.15201668, -17.78091323333333 -175.15201668, -17.78091323333333 -177.55123584))",174,2022-12-29T17:08:17.000Z
"POLYGON ((-17.78091323333333 -175.15201668, -16.67392094666666 -175.15201668, -16.67392094666666 -172.75279752, -17.78091323333333 -172.75279752, -17.78091323333333 -175.15201668))",204,2022-12-31T06:00:05.000Z
"POLYGON ((-17.78091323333333 -172.75279752, -16.67392094666666 -172.75279752, -16.67392094666666 -170.35357836, -17.78091323333333 -170.35357836, -17.78091323333333 -172.75279752))",115,2022-12-29T17:07:52.000Z
"POLYGON ((-17.78091323333333 -170.35357836, -16.67392094666666 -170.35357836, -16.67392094666666 -167.9543592, -17.78091323333333 -167.9543592, -17.78091323333333 -170.35357836))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -167.9543592, -16.67392094666666 -167.9543592, -16.67392094666666 -165.55514004, -17.78091323333333 -165.55514004, -17.78091323333333 -167.9543592))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -165.55514004, -16.67392094666666 -165.55514004, -16.67392094666666 -163.15592088, -17.78091323333333 -163.15592088, -17.78091323333333 -165.55514004))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -163.15592088, -16.67392094666666 -163.15592088, -16.67392094666666 -160.75670172, -17.78091323333333 -160.75670172, -17.78091323333333 -163.15592088))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -160.75670172, -16.67392094666666 -160.75670172, -16.67392094666666 -158.35748256, -17.78091323333333 -158.35748256, -17.78091323333333 -160.75670172))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -158.35748256, -16.67392094666666 -158.35748256, -16.67392094666666 -155.9582634, -17.78091323333333 -155.9582634, -17.78091323333333 -158.35748256))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -155.9582634, -16.67392094666666 -155.9582634, -16.67392094666666 -153.55904424, -17.78091323333333 -153.55904424, -17.78091323333333 -155.9582634))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -153.55904424, -16.67392094666666 -153.55904424, -16.67392094666666 -151.15982508, -17.78091323333333 -151.15982508, -17.78091323333333 -153.55904424))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -151.15982508, -16.67392094666666 -151.15982508, -16.67392094666666 -148.76060592, -17.78091323333333 -148.76060592, -17.78091323333333 -151.15982508))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -148.76060592, -16.67392094666666 -148.76060592, -16.67392094666666 -146.36138676, -17.78091323333333 -146.36138676, -17.78091323333333 -148.76060592))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -146.36138676, -16.67392094666666 -146.36138676, -16.67392094666666 -143.9621676, -17.78091323333333 -143.9621676, -17.78091323333333 -146.36138676))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -143.9621676, -16.67392094666666 -143.9621676, -16.67392094666666 -141.56294844, -17.78091323333333 -141.56294844, -17.78091323333333 -143.9621676))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -141.56294844, -16.67392094666666 -141.56294844, -16.67392094666666 -139.16372928, -17.78091323333333 -139.16372928, -17.78091323333333 -141.56294844))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -139.16372928, -16.67392094666666 -139.16372928, -16.67392094666666 -136.76451012, -17.78091323333333 -136.76451012, -17.78091323333333 -139.16372928))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -136.76451012, -16.67392094666666 -136.76451012, -16.67392094666666 -134.36529096, -17.78091323333333 -134.36529096, -17.78091323333333 -136.76451012))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -134.36529096, -16.67392094666666 -134.36529096, -16.67392094666666 -131.9660718, -17.78091323333333 -131.9660718, -17.78091323333333 -134.36529096))",59,2022-12-27T06:32:32.000Z
"POLYGON ((-17.78091323333333 -131.9660718, -16.67392094666666 -131.9660718, -16.67392094666666 -129.56685264, -17.78091323333333 -129.56685264, -17.78091323333333 -131.9660718))",59,2022-12-27T06:32:32.000Z
