geometry,count
"POLYGON ((-29.95782838666666 50.37458436, -28.8508361 50.37458436, -28.8508361 52.77380351999997, -29.95782838666666 52.77380351999997, -29.95782838666666 50.37458436))",0
"POLYGON ((-29.95782838666666 52.77380351999997, -28.8508361 52.77380351999997, -28.8508361 55.17302267999997, -29.95782838666666 55.17302267999997, -29.95782838666666 52.77380351999997))",0
"POLYGON ((-29.95782838666666 55.17302267999997, -28.8508361 55.17302267999997, -28.8508361 57.57224183999998, -29.95782838666666 57.57224183999998, -29.95782838666666 55.17302267999997))",0
"POLYGON ((-29.95782838666666 57.57224183999998, -28.8508361 57.57224183999998, -28.8508361 59.97146099999998, -29.95782838666666 59.97146099999998, -29.95782838666666 57.57224183999998))",0
"POLYGON ((-29.95782838666666 59.97146099999998, -28.8508361 59.97146099999998, -28.8508361 62.37068015999998, -29.95782838666666 62.37068015999998, -29.95782838666666 59.97146099999998))",0
"POLYGON ((-29.95782838666666 62.37068015999998, -28.8508361 62.37068015999998, -28.8508361 64.76989931999998, -29.95782838666666 64.76989931999998, -29.95782838666666 62.37068015999998))",0
"POLYGON ((-29.95782838666666 64.76989931999998, -28.8508361 64.76989931999998, -28.8508361 67.16911847999998, -29.95782838666666 67.16911847999998, -29.95782838666666 64.76989931999998))",0
"POLYGON ((-29.95782838666666 67.16911847999998, -28.8508361 67.16911847999998, -28.8508361 69.56833763999998, -29.95782838666666 69.56833763999998, -29.95782838666666 67.16911847999998))",0
"POLYGON ((-29.95782838666666 69.56833763999998, -28.8508361 69.56833763999998, -28.8508361 71.96755679999998, -29.95782838666666 71.96755679999998, -29.95782838666666 69.56833763999998))",0
"POLYGON ((-29.95782838666666 71.96755679999998, -28.8508361 71.96755679999998, -28.8508361 74.36677595999998, -29.95782838666666 74.36677595999998, -29.95782838666666 71.96755679999998))",0
"POLYGON ((-29.95782838666666 74.36677595999998, -28.8508361 74.36677595999998, -28.8508361 76.76599511999999, -29.95782838666666 76.76599511999999, -29.95782838666666 74.36677595999998))",0
"POLYGON ((-29.95782838666666 76.76599511999999, -28.8508361 76.76599511999999, -28.8508361 79.16521427999996, -29.95782838666666 79.16521427999996, -29.95782838666666 76.76599511999999))",0
"POLYGON ((-29.95782838666666 79.16521427999996, -28.8508361 79.16521427999996, -28.8508361 81.56443343999999, -29.95782838666666 81.56443343999999, -29.95782838666666 79.16521427999996))",0
"POLYGON ((-29.95782838666666 81.56443343999999, -28.8508361 81.56443343999999, -28.8508361 83.96365259999996, -29.95782838666666 83.96365259999996, -29.95782838666666 81.56443343999999))",0
"POLYGON ((-29.95782838666666 83.96365259999996, -28.8508361 83.96365259999996, -28.8508361 86.36287175999999, -29.95782838666666 86.36287175999999, -29.95782838666666 83.96365259999996))",0
"POLYGON ((-29.95782838666666 86.36287175999999, -28.8508361 86.36287175999999, -28.8508361 88.76209091999996, -29.95782838666666 88.76209091999996, -29.95782838666666 86.36287175999999))",0
"POLYGON ((-29.95782838666666 88.76209091999996, -28.8508361 88.76209091999996, -28.8508361 91.16131007999999, -29.95782838666666 91.16131007999999, -29.95782838666666 88.76209091999996))",0
"POLYGON ((-29.95782838666666 91.16131007999999, -28.8508361 91.16131007999999, -28.8508361 93.56052923999997, -29.95782838666666 93.56052923999997, -29.95782838666666 91.16131007999999))",0
"POLYGON ((-29.95782838666666 93.56052923999997, -28.8508361 93.56052923999997, -28.8508361 95.9597484, -29.95782838666666 95.9597484, -29.95782838666666 93.56052923999997))",0
"POLYGON ((-29.95782838666666 95.9597484, -28.8508361 95.9597484, -28.8508361 98.35896755999997, -29.95782838666666 98.35896755999997, -29.95782838666666 95.9597484))",0
"POLYGON ((-29.95782838666666 98.35896755999997, -28.8508361 98.35896755999997, -28.8508361 100.75818672, -29.95782838666666 100.75818672, -29.95782838666666 98.35896755999997))",0
"POLYGON ((-29.95782838666666 100.75818672, -28.8508361 100.75818672, -28.8508361 103.15740588, -29.95782838666666 103.15740588, -29.95782838666666 100.75818672))",0
"POLYGON ((-29.95782838666666 103.15740588, -28.8508361 103.15740588, -28.8508361 105.55662504, -29.95782838666666 105.55662504, -29.95782838666666 103.15740588))",0
"POLYGON ((-29.95782838666666 105.55662504, -28.8508361 105.55662504, -28.8508361 107.9558442, -29.95782838666666 107.9558442, -29.95782838666666 105.55662504))",0
"POLYGON ((-29.95782838666666 107.9558442, -28.8508361 107.9558442, -28.8508361 110.35506336, -29.95782838666666 110.35506336, -29.95782838666666 107.9558442))",0
"POLYGON ((-29.95782838666666 110.35506336, -28.8508361 110.35506336, -28.8508361 112.75428252, -29.95782838666666 112.75428252, -29.95782838666666 110.35506336))",0
"POLYGON ((-29.95782838666666 112.75428252, -28.8508361 112.75428252, -28.8508361 115.15350168, -29.95782838666666 115.15350168, -29.95782838666666 112.75428252))",26
"POLYGON ((-29.95782838666666 115.15350168, -28.8508361 115.15350168, -28.8508361 117.55272084, -29.95782838666666 117.55272084, -29.95782838666666 115.15350168))",103
"POLYGON ((-29.95782838666666 117.55272084, -28.8508361 117.55272084, -28.8508361 119.95194, -29.95782838666666 119.95194, -29.95782838666666 117.55272084))",74
"POLYGON ((-29.95782838666666 119.95194, -28.8508361 119.95194, -28.8508361 122.35115916, -29.95782838666666 122.35115916, -29.95782838666666 119.95194))",2
"POLYGON ((-29.95782838666666 122.35115916, -28.8508361 122.35115916, -28.8508361 124.75037832, -29.95782838666666 124.75037832, -29.95782838666666 122.35115916))",0
"POLYGON ((-29.95782838666666 124.75037832, -28.8508361 124.75037832, -28.8508361 127.14959748, -29.95782838666666 127.14959748, -29.95782838666666 124.75037832))",0
"POLYGON ((-29.95782838666666 127.14959748, -28.8508361 127.14959748, -28.8508361 129.54881664, -29.95782838666666 129.54881664, -29.95782838666666 127.14959748))",0
"POLYGON ((-29.95782838666666 129.54881664, -28.8508361 129.54881664, -28.8508361 131.9480358, -29.95782838666666 131.9480358, -29.95782838666666 129.54881664))",0
"POLYGON ((-29.95782838666666 131.9480358, -28.8508361 131.9480358, -28.8508361 134.34725496, -29.95782838666666 134.34725496, -29.95782838666666 131.9480358))",0
"POLYGON ((-29.95782838666666 134.34725496, -28.8508361 134.34725496, -28.8508361 136.74647412, -29.95782838666666 136.74647412, -29.95782838666666 134.34725496))",31
"POLYGON ((-29.95782838666666 136.74647412, -28.8508361 136.74647412, -28.8508361 139.14569328, -29.95782838666666 139.14569328, -29.95782838666666 136.74647412))",79
"POLYGON ((-29.95782838666666 139.14569328, -28.8508361 139.14569328, -28.8508361 141.54491244, -29.95782838666666 141.54491244, -29.95782838666666 139.14569328))",92
"POLYGON ((-29.95782838666666 141.54491244, -28.8508361 141.54491244, -28.8508361 143.9441316, -29.95782838666666 143.9441316, -29.95782838666666 141.54491244))",106
"POLYGON ((-29.95782838666666 143.9441316, -28.8508361 143.9441316, -28.8508361 146.34335076, -29.95782838666666 146.34335076, -29.95782838666666 143.9441316))",180
"POLYGON ((-29.95782838666666 146.34335076, -28.8508361 146.34335076, -28.8508361 148.74256992, -29.95782838666666 148.74256992, -29.95782838666666 146.34335076))",202
"POLYGON ((-29.95782838666666 148.74256992, -28.8508361 148.74256992, -28.8508361 151.14178908, -29.95782838666666 151.14178908, -29.95782838666666 148.74256992))",228
"POLYGON ((-29.95782838666666 151.14178908, -28.8508361 151.14178908, -28.8508361 153.54100824, -29.95782838666666 153.54100824, -29.95782838666666 151.14178908))",234
"POLYGON ((-29.95782838666666 153.54100824, -28.8508361 153.54100824, -28.8508361 155.9402274, -29.95782838666666 155.9402274, -29.95782838666666 153.54100824))",62
"POLYGON ((-29.95782838666666 155.9402274, -28.8508361 155.9402274, -28.8508361 158.33944656, -29.95782838666666 158.33944656, -29.95782838666666 155.9402274))",29
"POLYGON ((-29.95782838666666 158.33944656, -28.8508361 158.33944656, -28.8508361 160.73866572, -29.95782838666666 160.73866572, -29.95782838666666 158.33944656))",29
"POLYGON ((-29.95782838666666 160.73866572, -28.8508361 160.73866572, -28.8508361 163.13788488, -29.95782838666666 163.13788488, -29.95782838666666 160.73866572))",0
"POLYGON ((-29.95782838666666 163.13788488, -28.8508361 163.13788488, -28.8508361 165.53710404, -29.95782838666666 165.53710404, -29.95782838666666 163.13788488))",0
"POLYGON ((-29.95782838666666 165.53710404, -28.8508361 165.53710404, -28.8508361 167.9363232, -29.95782838666666 167.9363232, -29.95782838666666 165.53710404))",0
"POLYGON ((-29.95782838666666 167.9363232, -28.8508361 167.9363232, -28.8508361 170.33554236, -29.95782838666666 170.33554236, -29.95782838666666 167.9363232))",0
"POLYGON ((-29.95782838666666 170.33554236, -28.8508361 170.33554236, -28.8508361 172.73476152, -29.95782838666666 172.73476152, -29.95782838666666 170.33554236))",0
"POLYGON ((-29.95782838666666 172.73476152, -28.8508361 172.73476152, -28.8508361 175.13398068, -29.95782838666666 175.13398068, -29.95782838666666 172.73476152))",0
"POLYGON ((-29.95782838666666 175.13398068, -28.8508361 175.13398068, -28.8508361 177.53319984, -29.95782838666666 177.53319984, -29.95782838666666 175.13398068))",0
"POLYGON ((-29.95782838666666 177.53319984, -28.8508361 177.53319984, -28.8508361 179.932419, -29.95782838666666 179.932419, -29.95782838666666 177.53319984))",0
"POLYGON ((-28.8508361 -179.950455, -27.74384381333333 -179.950455, -27.74384381333333 -177.55123584, -28.8508361 -177.55123584, -28.8508361 -179.950455))",0
"POLYGON ((-28.8508361 -177.55123584, -27.74384381333333 -177.55123584, -27.74384381333333 -175.15201668, -28.8508361 -175.15201668, -28.8508361 -177.55123584))",0
"POLYGON ((-28.8508361 -175.15201668, -27.74384381333333 -175.15201668, -27.74384381333333 -172.75279752, -28.8508361 -172.75279752, -28.8508361 -175.15201668))",0
"POLYGON ((-28.8508361 -172.75279752, -27.74384381333333 -172.75279752, -27.74384381333333 -170.35357836, -28.8508361 -170.35357836, -28.8508361 -172.75279752))",0
"POLYGON ((-28.8508361 -170.35357836, -27.74384381333333 -170.35357836, -27.74384381333333 -167.9543592, -28.8508361 -167.9543592, -28.8508361 -170.35357836))",0
"POLYGON ((-28.8508361 -167.9543592, -27.74384381333333 -167.9543592, -27.74384381333333 -165.55514004, -28.8508361 -165.55514004, -28.8508361 -167.9543592))",0
"POLYGON ((-28.8508361 -165.55514004, -27.74384381333333 -165.55514004, -27.74384381333333 -163.15592088, -28.8508361 -163.15592088, -28.8508361 -165.55514004))",0
"POLYGON ((-28.8508361 -163.15592088, -27.74384381333333 -163.15592088, -27.74384381333333 -160.75670172, -28.8508361 -160.75670172, -28.8508361 -163.15592088))",0
"POLYGON ((-28.8508361 -160.75670172, -27.74384381333333 -160.75670172, -27.74384381333333 -158.35748256, -28.8508361 -158.35748256, -28.8508361 -160.75670172))",0
"POLYGON ((-28.8508361 -158.35748256, -27.74384381333333 -158.35748256, -27.74384381333333 -155.9582634, -28.8508361 -155.9582634, -28.8508361 -158.35748256))",0
"POLYGON ((-28.8508361 -155.9582634, -27.74384381333333 -155.9582634, -27.74384381333333 -153.55904424, -28.8508361 -153.55904424, -28.8508361 -155.9582634))",0
"POLYGON ((-28.8508361 -153.55904424, -27.74384381333333 -153.55904424, -27.74384381333333 -151.15982508, -28.8508361 -151.15982508, -28.8508361 -153.55904424))",0
"POLYGON ((-28.8508361 -151.15982508, -27.74384381333333 -151.15982508, -27.74384381333333 -148.76060592, -28.8508361 -148.76060592, -28.8508361 -151.15982508))",0
"POLYGON ((-28.8508361 -148.76060592, -27.74384381333333 -148.76060592, -27.74384381333333 -146.36138676, -28.8508361 -146.36138676, -28.8508361 -148.76060592))",0
"POLYGON ((-28.8508361 -146.36138676, -27.74384381333333 -146.36138676, -27.74384381333333 -143.9621676, -28.8508361 -143.9621676, -28.8508361 -146.36138676))",0
"POLYGON ((-28.8508361 -143.9621676, -27.74384381333333 -143.9621676, -27.74384381333333 -141.56294844, -28.8508361 -141.56294844, -28.8508361 -143.9621676))",0
"POLYGON ((-28.8508361 -141.56294844, -27.74384381333333 -141.56294844, -27.74384381333333 -139.16372928, -28.8508361 -139.16372928, -28.8508361 -141.56294844))",0
"POLYGON ((-28.8508361 -139.16372928, -27.74384381333333 -139.16372928, -27.74384381333333 -136.76451012, -28.8508361 -136.76451012, -28.8508361 -139.16372928))",0
"POLYGON ((-28.8508361 -136.76451012, -27.74384381333333 -136.76451012, -27.74384381333333 -134.36529096, -28.8508361 -134.36529096, -28.8508361 -136.76451012))",0
"POLYGON ((-28.8508361 -134.36529096, -27.74384381333333 -134.36529096, -27.74384381333333 -131.9660718, -28.8508361 -131.9660718, -28.8508361 -134.36529096))",0
"POLYGON ((-28.8508361 -131.9660718, -27.74384381333333 -131.9660718, -27.74384381333333 -129.56685264, -28.8508361 -129.56685264, -28.8508361 -131.9660718))",0
"POLYGON ((-28.8508361 -129.56685264, -27.74384381333333 -129.56685264, -27.74384381333333 -127.16763348, -28.8508361 -127.16763348, -28.8508361 -129.56685264))",0
"POLYGON ((-28.8508361 -127.16763348, -27.74384381333333 -127.16763348, -27.74384381333333 -124.76841432, -28.8508361 -124.76841432, -28.8508361 -127.16763348))",0
"POLYGON ((-28.8508361 -124.76841432, -27.74384381333333 -124.76841432, -27.74384381333333 -122.36919516, -28.8508361 -122.36919516, -28.8508361 -124.76841432))",0
"POLYGON ((-28.8508361 -122.36919516, -27.74384381333333 -122.36919516, -27.74384381333333 -119.969976, -28.8508361 -119.969976, -28.8508361 -122.36919516))",0
"POLYGON ((-28.8508361 -119.969976, -27.74384381333333 -119.969976, -27.74384381333333 -117.57075684, -28.8508361 -117.57075684, -28.8508361 -119.969976))",0
"POLYGON ((-28.8508361 -117.57075684, -27.74384381333333 -117.57075684, -27.74384381333333 -115.17153768, -28.8508361 -115.17153768, -28.8508361 -117.57075684))",0
"POLYGON ((-28.8508361 -115.17153768, -27.74384381333333 -115.17153768, -27.74384381333333 -112.77231852, -28.8508361 -112.77231852, -28.8508361 -115.17153768))",0
"POLYGON ((-28.8508361 -112.77231852, -27.74384381333333 -112.77231852, -27.74384381333333 -110.37309936, -28.8508361 -110.37309936, -28.8508361 -112.77231852))",0
"POLYGON ((-28.8508361 -110.37309936, -27.74384381333333 -110.37309936, -27.74384381333333 -107.9738802, -28.8508361 -107.9738802, -28.8508361 -110.37309936))",0
"POLYGON ((-28.8508361 -107.9738802, -27.74384381333333 -107.9738802, -27.74384381333333 -105.57466104, -28.8508361 -105.57466104, -28.8508361 -107.9738802))",0
"POLYGON ((-28.8508361 -105.57466104, -27.74384381333333 -105.57466104, -27.74384381333333 -103.17544188, -28.8508361 -103.17544188, -28.8508361 -105.57466104))",0
"POLYGON ((-28.8508361 -103.17544188, -27.74384381333333 -103.17544188, -27.74384381333333 -100.77622272, -28.8508361 -100.77622272, -28.8508361 -103.17544188))",0
"POLYGON ((-28.8508361 -100.77622272, -27.74384381333333 -100.77622272, -27.74384381333333 -98.37700356000001, -28.8508361 -98.37700356000001, -28.8508361 -100.77622272))",0
"POLYGON ((-28.8508361 -98.37700356000001, -27.74384381333333 -98.37700356000001, -27.74384381333333 -95.9777844, -28.8508361 -95.9777844, -28.8508361 -98.37700356000001))",0
"POLYGON ((-28.8508361 -95.9777844, -27.74384381333333 -95.9777844, -27.74384381333333 -93.57856524, -28.8508361 -93.57856524, -28.8508361 -95.9777844))",0
"POLYGON ((-28.8508361 -93.57856524, -27.74384381333333 -93.57856524, -27.74384381333333 -91.17934608, -28.8508361 -91.17934608, -28.8508361 -93.57856524))",0
"POLYGON ((-28.8508361 -91.17934608, -27.74384381333333 -91.17934608, -27.74384381333333 -88.78012692000001, -28.8508361 -88.78012692000001, -28.8508361 -91.17934608))",0
"POLYGON ((-28.8508361 -88.78012692000001, -27.74384381333333 -88.78012692000001, -27.74384381333333 -86.38090776000001, -28.8508361 -86.38090776000001, -28.8508361 -88.78012692000001))",0
"POLYGON ((-28.8508361 -86.38090776000001, -27.74384381333333 -86.38090776000001, -27.74384381333333 -83.98168860000001, -28.8508361 -83.98168860000001, -28.8508361 -86.38090776000001))",0
"POLYGON ((-28.8508361 -83.98168860000001, -27.74384381333333 -83.98168860000001, -27.74384381333333 -81.58246944000001, -28.8508361 -81.58246944000001, -28.8508361 -83.98168860000001))",0
"POLYGON ((-28.8508361 -81.58246944000001, -27.74384381333333 -81.58246944000001, -27.74384381333333 -79.18325028000001, -28.8508361 -79.18325028000001, -28.8508361 -81.58246944000001))",0
"POLYGON ((-28.8508361 -79.18325028000001, -27.74384381333333 -79.18325028000001, -27.74384381333333 -76.78403112000001, -28.8508361 -76.78403112000001, -28.8508361 -79.18325028000001))",0
"POLYGON ((-28.8508361 -76.78403112000001, -27.74384381333333 -76.78403112000001, -27.74384381333333 -74.38481196000001, -28.8508361 -74.38481196000001, -28.8508361 -76.78403112000001))",0
"POLYGON ((-28.8508361 -74.38481196000001, -27.74384381333333 -74.38481196000001, -27.74384381333333 -71.98559280000001, -28.8508361 -71.98559280000001, -28.8508361 -74.38481196000001))",0
"POLYGON ((-28.8508361 -71.98559280000001, -27.74384381333333 -71.98559280000001, -27.74384381333333 -69.58637364000001, -28.8508361 -69.58637364000001, -28.8508361 -71.98559280000001))",50
"POLYGON ((-28.8508361 -69.58637364000001, -27.74384381333333 -69.58637364000001, -27.74384381333333 -67.18715448, -28.8508361 -67.18715448, -28.8508361 -69.58637364000001))",138
"POLYGON ((-28.8508361 -67.18715448, -27.74384381333333 -67.18715448, -27.74384381333333 -64.78793532, -28.8508361 -64.78793532, -28.8508361 -67.18715448))",66
"POLYGON ((-28.8508361 -64.78793532, -27.74384381333333 -64.78793532, -27.74384381333333 -62.38871616000002, -28.8508361 -62.38871616000002, -28.8508361 -64.78793532))",0
"POLYGON ((-28.8508361 -62.38871616000002, -27.74384381333333 -62.38871616000002, -27.74384381333333 -59.98949700000001, -28.8508361 -59.98949700000001, -28.8508361 -62.38871616000002))",0
"POLYGON ((-28.8508361 -59.98949700000001, -27.74384381333333 -59.98949700000001, -27.74384381333333 -57.59027784000001, -28.8508361 -57.59027784000001, -28.8508361 -59.98949700000001))",58
"POLYGON ((-28.8508361 -57.59027784000001, -27.74384381333333 -57.59027784000001, -27.74384381333333 -55.19105868000001, -28.8508361 -55.19105868000001, -28.8508361 -57.59027784000001))",106
"POLYGON ((-28.8508361 -55.19105868000001, -27.74384381333333 -55.19105868000001, -27.74384381333333 -52.79183952000001, -28.8508361 -52.79183952000001, -28.8508361 -55.19105868000001))",48
"POLYGON ((-28.8508361 -52.79183952000001, -27.74384381333333 -52.79183952000001, -27.74384381333333 -50.39262036000002, -28.8508361 -50.39262036000002, -28.8508361 -52.79183952000001))",0
"POLYGON ((-28.8508361 -50.39262036000002, -27.74384381333333 -50.39262036000002, -27.74384381333333 -47.99340120000002, -28.8508361 -47.99340120000002, -28.8508361 -50.39262036000002))",0
"POLYGON ((-28.8508361 -47.99340120000002, -27.74384381333333 -47.99340120000002, -27.74384381333333 -45.59418204000002, -28.8508361 -45.59418204000002, -28.8508361 -47.99340120000002))",29
"POLYGON ((-28.8508361 -45.59418204000002, -27.74384381333333 -45.59418204000002, -27.74384381333333 -43.19496288000002, -28.8508361 -43.19496288000002, -28.8508361 -45.59418204000002))",0
"POLYGON ((-28.8508361 -43.19496288000002, -27.74384381333333 -43.19496288000002, -27.74384381333333 -40.79574372000002, -28.8508361 -40.79574372000002, -28.8508361 -43.19496288000002))",0
"POLYGON ((-28.8508361 -40.79574372000002, -27.74384381333333 -40.79574372000002, -27.74384381333333 -38.39652456000002, -28.8508361 -38.39652456000002, -28.8508361 -40.79574372000002))",0
"POLYGON ((-28.8508361 -38.39652456000002, -27.74384381333333 -38.39652456000002, -27.74384381333333 -35.99730540000002, -28.8508361 -35.99730540000002, -28.8508361 -38.39652456000002))",0
"POLYGON ((-28.8508361 -35.99730540000002, -27.74384381333333 -35.99730540000002, -27.74384381333333 -33.59808624000001, -28.8508361 -33.59808624000001, -28.8508361 -35.99730540000002))",0
"POLYGON ((-28.8508361 -33.59808624000001, -27.74384381333333 -33.59808624000001, -27.74384381333333 -31.19886708000001, -28.8508361 -31.19886708000001, -28.8508361 -33.59808624000001))",0
"POLYGON ((-28.8508361 -31.19886708000001, -27.74384381333333 -31.19886708000001, -27.74384381333333 -28.79964792000001, -28.8508361 -28.79964792000001, -28.8508361 -31.19886708000001))",0
"POLYGON ((-28.8508361 -28.79964792000001, -27.74384381333333 -28.79964792000001, -27.74384381333333 -26.40042876000001, -28.8508361 -26.40042876000001, -28.8508361 -28.79964792000001))",0
"POLYGON ((-28.8508361 -26.40042876000001, -27.74384381333333 -26.40042876000001, -27.74384381333333 -24.00120960000001, -28.8508361 -24.00120960000001, -28.8508361 -26.40042876000001))",0
"POLYGON ((-28.8508361 -24.00120960000001, -27.74384381333333 -24.00120960000001, -27.74384381333333 -21.60199044000001, -28.8508361 -21.60199044000001, -28.8508361 -24.00120960000001))",0
"POLYGON ((-28.8508361 -21.60199044000001, -27.74384381333333 -21.60199044000001, -27.74384381333333 -19.20277128000001, -28.8508361 -19.20277128000001, -28.8508361 -21.60199044000001))",0
"POLYGON ((-28.8508361 -19.20277128000001, -27.74384381333333 -19.20277128000001, -27.74384381333333 -16.80355212000001, -28.8508361 -16.80355212000001, -28.8508361 -19.20277128000001))",0
"POLYGON ((-28.8508361 -16.80355212000001, -27.74384381333333 -16.80355212000001, -27.74384381333333 -14.40433296, -28.8508361 -14.40433296, -28.8508361 -16.80355212000001))",0
"POLYGON ((-28.8508361 -14.40433296, -27.74384381333333 -14.40433296, -27.74384381333333 -12.0051138, -28.8508361 -12.0051138, -28.8508361 -14.40433296))",0
"POLYGON ((-28.8508361 -12.0051138, -27.74384381333333 -12.0051138, -27.74384381333333 -9.605894640000002, -28.8508361 -9.605894640000002, -28.8508361 -12.0051138))",0
"POLYGON ((-28.8508361 -9.605894640000002, -27.74384381333333 -9.605894640000002, -27.74384381333333 -7.206675480000001, -28.8508361 -7.206675480000001, -28.8508361 -9.605894640000002))",0
"POLYGON ((-28.8508361 -7.206675480000001, -27.74384381333333 -7.206675480000001, -27.74384381333333 -4.80745632, -28.8508361 -4.80745632, -28.8508361 -7.206675480000001))",0
"POLYGON ((-28.8508361 -4.80745632, -27.74384381333333 -4.80745632, -27.74384381333333 -2.408237159999999, -28.8508361 -2.408237159999999, -28.8508361 -4.80745632))",0
"POLYGON ((-28.8508361 -2.408237159999999, -27.74384381333333 -2.408237159999999, -27.74384381333333 -0.00901800000002595, -28.8508361 -0.00901800000002595, -28.8508361 -2.408237159999999))",0
"POLYGON ((-28.8508361 -0.00901800000002595, -27.74384381333333 -0.00901800000002595, -27.74384381333333 2.390201159999975, -28.8508361 2.390201159999975, -28.8508361 -0.00901800000002595))",0
"POLYGON ((-28.8508361 2.390201159999975, -27.74384381333333 2.390201159999975, -27.74384381333333 4.789420319999977, -28.8508361 4.789420319999977, -28.8508361 2.390201159999975))",0
"POLYGON ((-28.8508361 4.789420319999977, -27.74384381333333 4.789420319999977, -27.74384381333333 7.188639479999978, -28.8508361 7.188639479999978, -28.8508361 4.789420319999977))",0
"POLYGON ((-28.8508361 7.188639479999978, -27.74384381333333 7.188639479999978, -27.74384381333333 9.587858639999979, -28.8508361 9.587858639999979, -28.8508361 7.188639479999978))",0
"POLYGON ((-28.8508361 9.587858639999979, -27.74384381333333 9.587858639999979, -27.74384381333333 11.98707779999998, -28.8508361 11.98707779999998, -28.8508361 9.587858639999979))",0
"POLYGON ((-28.8508361 11.98707779999998, -27.74384381333333 11.98707779999998, -27.74384381333333 14.38629695999998, -28.8508361 14.38629695999998, -28.8508361 11.98707779999998))",0
"POLYGON ((-28.8508361 14.38629695999998, -27.74384381333333 14.38629695999998, -27.74384381333333 16.78551611999998, -28.8508361 16.78551611999998, -28.8508361 14.38629695999998))",82
"POLYGON ((-28.8508361 16.78551611999998, -27.74384381333333 16.78551611999998, -27.74384381333333 19.18473527999998, -28.8508361 19.18473527999998, -28.8508361 16.78551611999998))",110
"POLYGON ((-28.8508361 19.18473527999998, -27.74384381333333 19.18473527999998, -27.74384381333333 21.58395443999999, -28.8508361 21.58395443999999, -28.8508361 19.18473527999998))",164
"POLYGON ((-28.8508361 21.58395443999999, -27.74384381333333 21.58395443999999, -27.74384381333333 23.98317359999999, -28.8508361 23.98317359999999, -28.8508361 21.58395443999999))",168
"POLYGON ((-28.8508361 23.98317359999999, -27.74384381333333 23.98317359999999, -27.74384381333333 26.38239275999999, -28.8508361 26.38239275999999, -28.8508361 23.98317359999999))",176
"POLYGON ((-28.8508361 26.38239275999999, -27.74384381333333 26.38239275999999, -27.74384381333333 28.78161191999999, -28.8508361 28.78161191999999, -28.8508361 26.38239275999999))",149
"POLYGON ((-28.8508361 28.78161191999999, -27.74384381333333 28.78161191999999, -27.74384381333333 31.18083107999999, -28.8508361 31.18083107999999, -28.8508361 28.78161191999999))",179
"POLYGON ((-28.8508361 31.18083107999999, -27.74384381333333 31.18083107999999, -27.74384381333333 33.58005023999999, -28.8508361 33.58005023999999, -28.8508361 31.18083107999999))",182
"POLYGON ((-28.8508361 33.58005023999999, -27.74384381333333 33.58005023999999, -27.74384381333333 35.97926939999999, -28.8508361 35.97926939999999, -28.8508361 33.58005023999999))",124
"POLYGON ((-28.8508361 35.97926939999999, -27.74384381333333 35.97926939999999, -27.74384381333333 38.37848855999999, -28.8508361 38.37848855999999, -28.8508361 35.97926939999999))",1
"POLYGON ((-28.8508361 38.37848855999999, -27.74384381333333 38.37848855999999, -27.74384381333333 40.77770772, -28.8508361 40.77770772, -28.8508361 38.37848855999999))",0
"POLYGON ((-28.8508361 40.77770772, -27.74384381333333 40.77770772, -27.74384381333333 43.17692688, -28.8508361 43.17692688, -28.8508361 40.77770772))",0
"POLYGON ((-28.8508361 43.17692688, -27.74384381333333 43.17692688, -27.74384381333333 45.57614604, -28.8508361 45.57614604, -28.8508361 43.17692688))",0
"POLYGON ((-28.8508361 45.57614604, -27.74384381333333 45.57614604, -27.74384381333333 47.9753652, -28.8508361 47.9753652, -28.8508361 45.57614604))",0
"POLYGON ((-28.8508361 47.9753652, -27.74384381333333 47.9753652, -27.74384381333333 50.37458436, -28.8508361 50.37458436, -28.8508361 47.9753652))",0
"POLYGON ((-28.8508361 50.37458436, -27.74384381333333 50.37458436, -27.74384381333333 52.77380351999997, -28.8508361 52.77380351999997, -28.8508361 50.37458436))",0
"POLYGON ((-28.8508361 52.77380351999997, -27.74384381333333 52.77380351999997, -27.74384381333333 55.17302267999997, -28.8508361 55.17302267999997, -28.8508361 52.77380351999997))",0
"POLYGON ((-28.8508361 55.17302267999997, -27.74384381333333 55.17302267999997, -27.74384381333333 57.57224183999998, -28.8508361 57.57224183999998, -28.8508361 55.17302267999997))",0
"POLYGON ((-28.8508361 57.57224183999998, -27.74384381333333 57.57224183999998, -27.74384381333333 59.97146099999998, -28.8508361 59.97146099999998, -28.8508361 57.57224183999998))",0
"POLYGON ((-28.8508361 59.97146099999998, -27.74384381333333 59.97146099999998, -27.74384381333333 62.37068015999998, -28.8508361 62.37068015999998, -28.8508361 59.97146099999998))",0
"POLYGON ((-28.8508361 62.37068015999998, -27.74384381333333 62.37068015999998, -27.74384381333333 64.76989931999998, -28.8508361 64.76989931999998, -28.8508361 62.37068015999998))",0
"POLYGON ((-28.8508361 64.76989931999998, -27.74384381333333 64.76989931999998, -27.74384381333333 67.16911847999998, -28.8508361 67.16911847999998, -28.8508361 64.76989931999998))",0
"POLYGON ((-28.8508361 67.16911847999998, -27.74384381333333 67.16911847999998, -27.74384381333333 69.56833763999998, -28.8508361 69.56833763999998, -28.8508361 67.16911847999998))",0
"POLYGON ((-28.8508361 69.56833763999998, -27.74384381333333 69.56833763999998, -27.74384381333333 71.96755679999998, -28.8508361 71.96755679999998, -28.8508361 69.56833763999998))",0
