geometry,count
"POLYGON ((7.679909359999996 -141.56294844, 8.786901646666664 -141.56294844, 8.786901646666664 -139.16372928, 7.679909359999996 -139.16372928, 7.679909359999996 -141.56294844))",0
"POLYGON ((7.679909359999996 -139.16372928, 8.786901646666664 -139.16372928, 8.786901646666664 -136.76451012, 7.679909359999996 -136.76451012, 7.679909359999996 -139.16372928))",0
"POLYGON ((7.679909359999996 -136.76451012, 8.786901646666664 -136.76451012, 8.786901646666664 -134.36529096, 7.679909359999996 -134.36529096, 7.679909359999996 -136.76451012))",0
"POLYGON ((7.679909359999996 -134.36529096, 8.786901646666664 -134.36529096, 8.786901646666664 -131.9660718, 7.679909359999996 -131.9660718, 7.679909359999996 -134.36529096))",0
"POLYGON ((7.679909359999996 -131.9660718, 8.786901646666664 -131.9660718, 8.786901646666664 -129.56685264, 7.679909359999996 -129.56685264, 7.679909359999996 -131.9660718))",0
"POLYGON ((7.679909359999996 -129.56685264, 8.786901646666664 -129.56685264, 8.786901646666664 -127.16763348, 7.679909359999996 -127.16763348, 7.679909359999996 -129.56685264))",0
"POLYGON ((7.679909359999996 -127.16763348, 8.786901646666664 -127.16763348, 8.786901646666664 -124.76841432, 7.679909359999996 -124.76841432, 7.679909359999996 -127.16763348))",0
"POLYGON ((7.679909359999996 -124.76841432, 8.786901646666664 -124.76841432, 8.786901646666664 -122.36919516, 7.679909359999996 -122.36919516, 7.679909359999996 -124.76841432))",0
"POLYGON ((7.679909359999996 -122.36919516, 8.786901646666664 -122.36919516, 8.786901646666664 -119.969976, 7.679909359999996 -119.969976, 7.679909359999996 -122.36919516))",0
"POLYGON ((7.679909359999996 -119.969976, 8.786901646666664 -119.969976, 8.786901646666664 -117.57075684, 7.679909359999996 -117.57075684, 7.679909359999996 -119.969976))",0
"POLYGON ((7.679909359999996 -117.57075684, 8.786901646666664 -117.57075684, 8.786901646666664 -115.17153768, 7.679909359999996 -115.17153768, 7.679909359999996 -117.57075684))",0
"POLYGON ((7.679909359999996 -115.17153768, 8.786901646666664 -115.17153768, 8.786901646666664 -112.77231852, 7.679909359999996 -112.77231852, 7.679909359999996 -115.17153768))",0
"POLYGON ((7.679909359999996 -112.77231852, 8.786901646666664 -112.77231852, 8.786901646666664 -110.37309936, 7.679909359999996 -110.37309936, 7.679909359999996 -112.77231852))",0
"POLYGON ((7.679909359999996 -110.37309936, 8.786901646666664 -110.37309936, 8.786901646666664 -107.9738802, 7.679909359999996 -107.9738802, 7.679909359999996 -110.37309936))",0
"POLYGON ((7.679909359999996 -107.9738802, 8.786901646666664 -107.9738802, 8.786901646666664 -105.57466104, 7.679909359999996 -105.57466104, 7.679909359999996 -107.9738802))",0
"POLYGON ((7.679909359999996 -105.57466104, 8.786901646666664 -105.57466104, 8.786901646666664 -103.17544188, 7.679909359999996 -103.17544188, 7.679909359999996 -105.57466104))",0
"POLYGON ((7.679909359999996 -103.17544188, 8.786901646666664 -103.17544188, 8.786901646666664 -100.77622272, 7.679909359999996 -100.77622272, 7.679909359999996 -103.17544188))",0
"POLYGON ((7.679909359999996 -100.77622272, 8.786901646666664 -100.77622272, 8.786901646666664 -98.37700356000001, 7.679909359999996 -98.37700356000001, 7.679909359999996 -100.77622272))",0
"POLYGON ((7.679909359999996 -98.37700356000001, 8.786901646666664 -98.37700356000001, 8.786901646666664 -95.9777844, 7.679909359999996 -95.9777844, 7.679909359999996 -98.37700356000001))",0
"POLYGON ((7.679909359999996 -95.9777844, 8.786901646666664 -95.9777844, 8.786901646666664 -93.57856524, 7.679909359999996 -93.57856524, 7.679909359999996 -95.9777844))",0
"POLYGON ((7.679909359999996 -93.57856524, 8.786901646666664 -93.57856524, 8.786901646666664 -91.17934608, 7.679909359999996 -91.17934608, 7.679909359999996 -93.57856524))",0
"POLYGON ((7.679909359999996 -91.17934608, 8.786901646666664 -91.17934608, 8.786901646666664 -88.78012692000001, 7.679909359999996 -88.78012692000001, 7.679909359999996 -91.17934608))",0
"POLYGON ((7.679909359999996 -88.78012692000001, 8.786901646666664 -88.78012692000001, 8.786901646666664 -86.38090776000001, 7.679909359999996 -86.38090776000001, 7.679909359999996 -88.78012692000001))",28
"POLYGON ((7.679909359999996 -86.38090776000001, 8.786901646666664 -86.38090776000001, 8.786901646666664 -83.98168860000001, 7.679909359999996 -83.98168860000001, 7.679909359999996 -86.38090776000001))",137
"POLYGON ((7.679909359999996 -83.98168860000001, 8.786901646666664 -83.98168860000001, 8.786901646666664 -81.58246944000001, 7.679909359999996 -81.58246944000001, 7.679909359999996 -83.98168860000001))",104
"POLYGON ((7.679909359999996 -81.58246944000001, 8.786901646666664 -81.58246944000001, 8.786901646666664 -79.18325028000001, 7.679909359999996 -79.18325028000001, 7.679909359999996 -81.58246944000001))",170
"POLYGON ((7.679909359999996 -79.18325028000001, 8.786901646666664 -79.18325028000001, 8.786901646666664 -76.78403112000001, 7.679909359999996 -76.78403112000001, 7.679909359999996 -79.18325028000001))",223
"POLYGON ((7.679909359999996 -76.78403112000001, 8.786901646666664 -76.78403112000001, 8.786901646666664 -74.38481196000001, 7.679909359999996 -74.38481196000001, 7.679909359999996 -76.78403112000001))",227
"POLYGON ((7.679909359999996 -74.38481196000001, 8.786901646666664 -74.38481196000001, 8.786901646666664 -71.98559280000001, 7.679909359999996 -71.98559280000001, 7.679909359999996 -74.38481196000001))",177
"POLYGON ((7.679909359999996 -71.98559280000001, 8.786901646666664 -71.98559280000001, 8.786901646666664 -69.58637364000001, 7.679909359999996 -69.58637364000001, 7.679909359999996 -71.98559280000001))",104
"POLYGON ((7.679909359999996 -69.58637364000001, 8.786901646666664 -69.58637364000001, 8.786901646666664 -67.18715448, 7.679909359999996 -67.18715448, 7.679909359999996 -69.58637364000001))",1
"POLYGON ((7.679909359999996 -67.18715448, 8.786901646666664 -67.18715448, 8.786901646666664 -64.78793532, 7.679909359999996 -64.78793532, 7.679909359999996 -67.18715448))",0
"POLYGON ((7.679909359999996 -64.78793532, 8.786901646666664 -64.78793532, 8.786901646666664 -62.38871616000002, 7.679909359999996 -62.38871616000002, 7.679909359999996 -64.78793532))",56
"POLYGON ((7.679909359999996 -62.38871616000002, 8.786901646666664 -62.38871616000002, 8.786901646666664 -59.98949700000001, 7.679909359999996 -59.98949700000001, 7.679909359999996 -62.38871616000002))",144
"POLYGON ((7.679909359999996 -59.98949700000001, 8.786901646666664 -59.98949700000001, 8.786901646666664 -57.59027784000001, 7.679909359999996 -57.59027784000001, 7.679909359999996 -59.98949700000001))",62
"POLYGON ((7.679909359999996 -57.59027784000001, 8.786901646666664 -57.59027784000001, 8.786901646666664 -55.19105868000001, 7.679909359999996 -55.19105868000001, 7.679909359999996 -57.59027784000001))",62
"POLYGON ((7.679909359999996 -55.19105868000001, 8.786901646666664 -55.19105868000001, 8.786901646666664 -52.79183952000001, 7.679909359999996 -52.79183952000001, 7.679909359999996 -55.19105868000001))",99
"POLYGON ((7.679909359999996 -52.79183952000001, 8.786901646666664 -52.79183952000001, 8.786901646666664 -50.39262036000002, 7.679909359999996 -50.39262036000002, 7.679909359999996 -52.79183952000001))",68
"POLYGON ((7.679909359999996 -50.39262036000002, 8.786901646666664 -50.39262036000002, 8.786901646666664 -47.99340120000002, 7.679909359999996 -47.99340120000002, 7.679909359999996 -50.39262036000002))",10
"POLYGON ((7.679909359999996 -47.99340120000002, 8.786901646666664 -47.99340120000002, 8.786901646666664 -45.59418204000002, 7.679909359999996 -45.59418204000002, 7.679909359999996 -47.99340120000002))",0
"POLYGON ((7.679909359999996 -45.59418204000002, 8.786901646666664 -45.59418204000002, 8.786901646666664 -43.19496288000002, 7.679909359999996 -43.19496288000002, 7.679909359999996 -45.59418204000002))",0
"POLYGON ((7.679909359999996 -43.19496288000002, 8.786901646666664 -43.19496288000002, 8.786901646666664 -40.79574372000002, 7.679909359999996 -40.79574372000002, 7.679909359999996 -43.19496288000002))",0
"POLYGON ((7.679909359999996 -40.79574372000002, 8.786901646666664 -40.79574372000002, 8.786901646666664 -38.39652456000002, 7.679909359999996 -38.39652456000002, 7.679909359999996 -40.79574372000002))",0
"POLYGON ((7.679909359999996 -38.39652456000002, 8.786901646666664 -38.39652456000002, 8.786901646666664 -35.99730540000002, 7.679909359999996 -35.99730540000002, 7.679909359999996 -38.39652456000002))",0
"POLYGON ((7.679909359999996 -35.99730540000002, 8.786901646666664 -35.99730540000002, 8.786901646666664 -33.59808624000001, 7.679909359999996 -33.59808624000001, 7.679909359999996 -35.99730540000002))",0
"POLYGON ((7.679909359999996 -33.59808624000001, 8.786901646666664 -33.59808624000001, 8.786901646666664 -31.19886708000001, 7.679909359999996 -31.19886708000001, 7.679909359999996 -33.59808624000001))",0
"POLYGON ((7.679909359999996 -31.19886708000001, 8.786901646666664 -31.19886708000001, 8.786901646666664 -28.79964792000001, 7.679909359999996 -28.79964792000001, 7.679909359999996 -31.19886708000001))",0
"POLYGON ((7.679909359999996 -28.79964792000001, 8.786901646666664 -28.79964792000001, 8.786901646666664 -26.40042876000001, 7.679909359999996 -26.40042876000001, 7.679909359999996 -28.79964792000001))",0
"POLYGON ((7.679909359999996 -26.40042876000001, 8.786901646666664 -26.40042876000001, 8.786901646666664 -24.00120960000001, 7.679909359999996 -24.00120960000001, 7.679909359999996 -26.40042876000001))",0
"POLYGON ((7.679909359999996 -24.00120960000001, 8.786901646666664 -24.00120960000001, 8.786901646666664 -21.60199044000001, 7.679909359999996 -21.60199044000001, 7.679909359999996 -24.00120960000001))",0
"POLYGON ((7.679909359999996 -21.60199044000001, 8.786901646666664 -21.60199044000001, 8.786901646666664 -19.20277128000001, 7.679909359999996 -19.20277128000001, 7.679909359999996 -21.60199044000001))",0
"POLYGON ((7.679909359999996 -19.20277128000001, 8.786901646666664 -19.20277128000001, 8.786901646666664 -16.80355212000001, 7.679909359999996 -16.80355212000001, 7.679909359999996 -19.20277128000001))",89
"POLYGON ((7.679909359999996 -16.80355212000001, 8.786901646666664 -16.80355212000001, 8.786901646666664 -14.40433296, 7.679909359999996 -14.40433296, 7.679909359999996 -16.80355212000001))",176
"POLYGON ((7.679909359999996 -14.40433296, 8.786901646666664 -14.40433296, 8.786901646666664 -12.0051138, 7.679909359999996 -12.0051138, 7.679909359999996 -14.40433296))",146
"POLYGON ((7.679909359999996 -12.0051138, 8.786901646666664 -12.0051138, 8.786901646666664 -9.605894640000002, 7.679909359999996 -9.605894640000002, 7.679909359999996 -12.0051138))",117
"POLYGON ((7.679909359999996 -9.605894640000002, 8.786901646666664 -9.605894640000002, 8.786901646666664 -7.206675480000001, 7.679909359999996 -7.206675480000001, 7.679909359999996 -9.605894640000002))",118
"POLYGON ((7.679909359999996 -7.206675480000001, 8.786901646666664 -7.206675480000001, 8.786901646666664 -4.80745632, 7.679909359999996 -4.80745632, 7.679909359999996 -7.206675480000001))",120
"POLYGON ((7.679909359999996 -4.80745632, 8.786901646666664 -4.80745632, 8.786901646666664 -2.408237159999999, 7.679909359999996 -2.408237159999999, 7.679909359999996 -4.80745632))",142
"POLYGON ((7.679909359999996 -2.408237159999999, 8.786901646666664 -2.408237159999999, 8.786901646666664 -0.00901800000002595, 7.679909359999996 -0.00901800000002595, 7.679909359999996 -2.408237159999999))",180
"POLYGON ((7.679909359999996 -0.00901800000002595, 8.786901646666664 -0.00901800000002595, 8.786901646666664 2.390201159999975, 7.679909359999996 2.390201159999975, 7.679909359999996 -0.00901800000002595))",182
"POLYGON ((7.679909359999996 2.390201159999975, 8.786901646666664 2.390201159999975, 8.786901646666664 4.789420319999977, 7.679909359999996 4.789420319999977, 7.679909359999996 2.390201159999975))",120
"POLYGON ((7.679909359999996 4.789420319999977, 8.786901646666664 4.789420319999977, 8.786901646666664 7.188639479999978, 7.679909359999996 7.188639479999978, 7.679909359999996 4.789420319999977))",117
"POLYGON ((7.679909359999996 7.188639479999978, 8.786901646666664 7.188639479999978, 8.786901646666664 9.587858639999979, 7.679909359999996 9.587858639999979, 7.679909359999996 7.188639479999978))",117
"POLYGON ((7.679909359999996 9.587858639999979, 8.786901646666664 9.587858639999979, 8.786901646666664 11.98707779999998, 7.679909359999996 11.98707779999998, 7.679909359999996 9.587858639999979))",128
"POLYGON ((7.679909359999996 11.98707779999998, 8.786901646666664 11.98707779999998, 8.786901646666664 14.38629695999998, 7.679909359999996 14.38629695999998, 7.679909359999996 11.98707779999998))",262
"POLYGON ((7.679909359999996 14.38629695999998, 8.786901646666664 14.38629695999998, 8.786901646666664 16.78551611999998, 7.679909359999996 16.78551611999998, 7.679909359999996 14.38629695999998))",206
"POLYGON ((7.679909359999996 16.78551611999998, 8.786901646666664 16.78551611999998, 8.786901646666664 19.18473527999998, 7.679909359999996 19.18473527999998, 7.679909359999996 16.78551611999998))",86
"POLYGON ((7.679909359999996 19.18473527999998, 8.786901646666664 19.18473527999998, 8.786901646666664 21.58395443999999, 7.679909359999996 21.58395443999999, 7.679909359999996 19.18473527999998))",86
"POLYGON ((7.679909359999996 21.58395443999999, 8.786901646666664 21.58395443999999, 8.786901646666664 23.98317359999999, 7.679909359999996 23.98317359999999, 7.679909359999996 21.58395443999999))",84
"POLYGON ((7.679909359999996 23.98317359999999, 8.786901646666664 23.98317359999999, 8.786901646666664 26.38239275999999, 7.679909359999996 26.38239275999999, 7.679909359999996 23.98317359999999))",42
"POLYGON ((7.679909359999996 26.38239275999999, 8.786901646666664 26.38239275999999, 8.786901646666664 28.78161191999999, 7.679909359999996 28.78161191999999, 7.679909359999996 26.38239275999999))",58
"POLYGON ((7.679909359999996 28.78161191999999, 8.786901646666664 28.78161191999999, 8.786901646666664 31.18083107999999, 7.679909359999996 31.18083107999999, 7.679909359999996 28.78161191999999))",115
"POLYGON ((7.679909359999996 31.18083107999999, 8.786901646666664 31.18083107999999, 8.786901646666664 33.58005023999999, 7.679909359999996 33.58005023999999, 7.679909359999996 31.18083107999999))",86
"POLYGON ((7.679909359999996 33.58005023999999, 8.786901646666664 33.58005023999999, 8.786901646666664 35.97926939999999, 7.679909359999996 35.97926939999999, 7.679909359999996 33.58005023999999))",105
"POLYGON ((7.679909359999996 35.97926939999999, 8.786901646666664 35.97926939999999, 8.786901646666664 38.37848855999999, 7.679909359999996 38.37848855999999, 7.679909359999996 35.97926939999999))",165
"POLYGON ((7.679909359999996 38.37848855999999, 8.786901646666664 38.37848855999999, 8.786901646666664 40.77770772, 7.679909359999996 40.77770772, 7.679909359999996 38.37848855999999))",178
"POLYGON ((7.679909359999996 40.77770772, 8.786901646666664 40.77770772, 8.786901646666664 43.17692688, 7.679909359999996 43.17692688, 7.679909359999996 40.77770772))",150
"POLYGON ((7.679909359999996 43.17692688, 8.786901646666664 43.17692688, 8.786901646666664 45.57614604, 7.679909359999996 45.57614604, 7.679909359999996 43.17692688))",112
"POLYGON ((7.679909359999996 45.57614604, 8.786901646666664 45.57614604, 8.786901646666664 47.9753652, 7.679909359999996 47.9753652, 7.679909359999996 45.57614604))",112
"POLYGON ((7.679909359999996 47.9753652, 8.786901646666664 47.9753652, 8.786901646666664 50.37458436, 7.679909359999996 50.37458436, 7.679909359999996 47.9753652))",118
"POLYGON ((7.679909359999996 50.37458436, 8.786901646666664 50.37458436, 8.786901646666664 52.77380351999997, 7.679909359999996 52.77380351999997, 7.679909359999996 50.37458436))",58
"POLYGON ((7.679909359999996 52.77380351999997, 8.786901646666664 52.77380351999997, 8.786901646666664 55.17302267999997, 7.679909359999996 55.17302267999997, 7.679909359999996 52.77380351999997))",27
"POLYGON ((7.679909359999996 55.17302267999997, 8.786901646666664 55.17302267999997, 8.786901646666664 57.57224183999998, 7.679909359999996 57.57224183999998, 7.679909359999996 55.17302267999997))",0
"POLYGON ((7.679909359999996 57.57224183999998, 8.786901646666664 57.57224183999998, 8.786901646666664 59.97146099999998, 7.679909359999996 59.97146099999998, 7.679909359999996 57.57224183999998))",0
"POLYGON ((7.679909359999996 59.97146099999998, 8.786901646666664 59.97146099999998, 8.786901646666664 62.37068015999998, 7.679909359999996 62.37068015999998, 7.679909359999996 59.97146099999998))",0
"POLYGON ((7.679909359999996 62.37068015999998, 8.786901646666664 62.37068015999998, 8.786901646666664 64.76989931999998, 7.679909359999996 64.76989931999998, 7.679909359999996 62.37068015999998))",0
"POLYGON ((7.679909359999996 64.76989931999998, 8.786901646666664 64.76989931999998, 8.786901646666664 67.16911847999998, 7.679909359999996 67.16911847999998, 7.679909359999996 64.76989931999998))",0
"POLYGON ((7.679909359999996 67.16911847999998, 8.786901646666664 67.16911847999998, 8.786901646666664 69.56833763999998, 7.679909359999996 69.56833763999998, 7.679909359999996 67.16911847999998))",0
"POLYGON ((7.679909359999996 69.56833763999998, 8.786901646666664 69.56833763999998, 8.786901646666664 71.96755679999998, 7.679909359999996 71.96755679999998, 7.679909359999996 69.56833763999998))",0
"POLYGON ((7.679909359999996 71.96755679999998, 8.786901646666664 71.96755679999998, 8.786901646666664 74.36677595999998, 7.679909359999996 74.36677595999998, 7.679909359999996 71.96755679999998))",0
"POLYGON ((7.679909359999996 74.36677595999998, 8.786901646666664 74.36677595999998, 8.786901646666664 76.76599511999999, 7.679909359999996 76.76599511999999, 7.679909359999996 74.36677595999998))",28
"POLYGON ((7.679909359999996 76.76599511999999, 8.786901646666664 76.76599511999999, 8.786901646666664 79.16521427999996, 7.679909359999996 79.16521427999996, 7.679909359999996 76.76599511999999))",98
"POLYGON ((7.679909359999996 79.16521427999996, 8.786901646666664 79.16521427999996, 8.786901646666664 81.56443343999999, 7.679909359999996 81.56443343999999, 7.679909359999996 79.16521427999996))",209
"POLYGON ((7.679909359999996 81.56443343999999, 8.786901646666664 81.56443343999999, 8.786901646666664 83.96365259999996, 7.679909359999996 83.96365259999996, 7.679909359999996 81.56443343999999))",121
"POLYGON ((7.679909359999996 83.96365259999996, 8.786901646666664 83.96365259999996, 8.786901646666664 86.36287175999999, 7.679909359999996 86.36287175999999, 7.679909359999996 83.96365259999996))",0
"POLYGON ((7.679909359999996 86.36287175999999, 8.786901646666664 86.36287175999999, 8.786901646666664 88.76209091999996, 7.679909359999996 88.76209091999996, 7.679909359999996 86.36287175999999))",0
"POLYGON ((7.679909359999996 88.76209091999996, 8.786901646666664 88.76209091999996, 8.786901646666664 91.16131007999999, 7.679909359999996 91.16131007999999, 7.679909359999996 88.76209091999996))",0
"POLYGON ((7.679909359999996 91.16131007999999, 8.786901646666664 91.16131007999999, 8.786901646666664 93.56052923999997, 7.679909359999996 93.56052923999997, 7.679909359999996 91.16131007999999))",62
"POLYGON ((7.679909359999996 93.56052923999997, 8.786901646666664 93.56052923999997, 8.786901646666664 95.9597484, 7.679909359999996 95.9597484, 7.679909359999996 93.56052923999997))",121
"POLYGON ((7.679909359999996 95.9597484, 8.786901646666664 95.9597484, 8.786901646666664 98.35896755999997, 7.679909359999996 98.35896755999997, 7.679909359999996 95.9597484))",177
"POLYGON ((7.679909359999996 98.35896755999997, 8.786901646666664 98.35896755999997, 8.786901646666664 100.75818672, 7.679909359999996 100.75818672, 7.679909359999996 98.35896755999997))",325
"POLYGON ((7.679909359999996 100.75818672, 8.786901646666664 100.75818672, 8.786901646666664 103.15740588, 7.679909359999996 103.15740588, 7.679909359999996 100.75818672))",221
"POLYGON ((7.679909359999996 103.15740588, 8.786901646666664 103.15740588, 8.786901646666664 105.55662504, 7.679909359999996 105.55662504, 7.679909359999996 103.15740588))",118
"POLYGON ((7.679909359999996 105.55662504, 8.786901646666664 105.55662504, 8.786901646666664 107.9558442, 7.679909359999996 107.9558442, 7.679909359999996 105.55662504))",58
"POLYGON ((7.679909359999996 107.9558442, 8.786901646666664 107.9558442, 8.786901646666664 110.35506336, 7.679909359999996 110.35506336, 7.679909359999996 107.9558442))",0
"POLYGON ((7.679909359999996 110.35506336, 8.786901646666664 110.35506336, 8.786901646666664 112.75428252, 7.679909359999996 112.75428252, 7.679909359999996 110.35506336))",0
"POLYGON ((7.679909359999996 112.75428252, 8.786901646666664 112.75428252, 8.786901646666664 115.15350168, 7.679909359999996 115.15350168, 7.679909359999996 112.75428252))",0
"POLYGON ((7.679909359999996 115.15350168, 8.786901646666664 115.15350168, 8.786901646666664 117.55272084, 7.679909359999996 117.55272084, 7.679909359999996 115.15350168))",62
"POLYGON ((7.679909359999996 117.55272084, 8.786901646666664 117.55272084, 8.786901646666664 119.95194, 7.679909359999996 119.95194, 7.679909359999996 117.55272084))",119
"POLYGON ((7.679909359999996 119.95194, 8.786901646666664 119.95194, 8.786901646666664 122.35115916, 7.679909359999996 122.35115916, 7.679909359999996 119.95194))",119
"POLYGON ((7.679909359999996 122.35115916, 8.786901646666664 122.35115916, 8.786901646666664 124.75037832, 7.679909359999996 124.75037832, 7.679909359999996 122.35115916))",179
"POLYGON ((7.679909359999996 124.75037832, 8.786901646666664 124.75037832, 8.786901646666664 127.14959748, 7.679909359999996 127.14959748, 7.679909359999996 124.75037832))",118
"POLYGON ((7.679909359999996 127.14959748, 8.786901646666664 127.14959748, 8.786901646666664 129.54881664, 7.679909359999996 129.54881664, 7.679909359999996 127.14959748))",29
"POLYGON ((7.679909359999996 129.54881664, 8.786901646666664 129.54881664, 8.786901646666664 131.9480358, 7.679909359999996 131.9480358, 7.679909359999996 129.54881664))",0
"POLYGON ((7.679909359999996 131.9480358, 8.786901646666664 131.9480358, 8.786901646666664 134.34725496, 7.679909359999996 134.34725496, 7.679909359999996 131.9480358))",8
"POLYGON ((7.679909359999996 134.34725496, 8.786901646666664 134.34725496, 8.786901646666664 136.74647412, 7.679909359999996 136.74647412, 7.679909359999996 134.34725496))",8
"POLYGON ((7.679909359999996 136.74647412, 8.786901646666664 136.74647412, 8.786901646666664 139.14569328, 7.679909359999996 139.14569328, 7.679909359999996 136.74647412))",0
"POLYGON ((7.679909359999996 139.14569328, 8.786901646666664 139.14569328, 8.786901646666664 141.54491244, 7.679909359999996 141.54491244, 7.679909359999996 139.14569328))",0
"POLYGON ((7.679909359999996 141.54491244, 8.786901646666664 141.54491244, 8.786901646666664 143.9441316, 7.679909359999996 143.9441316, 7.679909359999996 141.54491244))",0
"POLYGON ((7.679909359999996 143.9441316, 8.786901646666664 143.9441316, 8.786901646666664 146.34335076, 7.679909359999996 146.34335076, 7.679909359999996 143.9441316))",0
"POLYGON ((7.679909359999996 146.34335076, 8.786901646666664 146.34335076, 8.786901646666664 148.74256992, 7.679909359999996 148.74256992, 7.679909359999996 146.34335076))",0
"POLYGON ((7.679909359999996 148.74256992, 8.786901646666664 148.74256992, 8.786901646666664 151.14178908, 7.679909359999996 151.14178908, 7.679909359999996 148.74256992))",0
"POLYGON ((7.679909359999996 151.14178908, 8.786901646666664 151.14178908, 8.786901646666664 153.54100824, 7.679909359999996 153.54100824, 7.679909359999996 151.14178908))",0
"POLYGON ((7.679909359999996 153.54100824, 8.786901646666664 153.54100824, 8.786901646666664 155.9402274, 7.679909359999996 155.9402274, 7.679909359999996 153.54100824))",0
"POLYGON ((7.679909359999996 155.9402274, 8.786901646666664 155.9402274, 8.786901646666664 158.33944656, 7.679909359999996 158.33944656, 7.679909359999996 155.9402274))",0
"POLYGON ((7.679909359999996 158.33944656, 8.786901646666664 158.33944656, 8.786901646666664 160.73866572, 7.679909359999996 160.73866572, 7.679909359999996 158.33944656))",0
"POLYGON ((7.679909359999996 160.73866572, 8.786901646666664 160.73866572, 8.786901646666664 163.13788488, 7.679909359999996 163.13788488, 7.679909359999996 160.73866572))",0
"POLYGON ((7.679909359999996 163.13788488, 8.786901646666664 163.13788488, 8.786901646666664 165.53710404, 7.679909359999996 165.53710404, 7.679909359999996 163.13788488))",0
"POLYGON ((7.679909359999996 165.53710404, 8.786901646666664 165.53710404, 8.786901646666664 167.9363232, 7.679909359999996 167.9363232, 7.679909359999996 165.53710404))",0
"POLYGON ((7.679909359999996 167.9363232, 8.786901646666664 167.9363232, 8.786901646666664 170.33554236, 7.679909359999996 170.33554236, 7.679909359999996 167.9363232))",0
"POLYGON ((7.679909359999996 170.33554236, 8.786901646666664 170.33554236, 8.786901646666664 172.73476152, 7.679909359999996 172.73476152, 7.679909359999996 170.33554236))",0
"POLYGON ((7.679909359999996 172.73476152, 8.786901646666664 172.73476152, 8.786901646666664 175.13398068, 7.679909359999996 175.13398068, 7.679909359999996 172.73476152))",0
"POLYGON ((7.679909359999996 175.13398068, 8.786901646666664 175.13398068, 8.786901646666664 177.53319984, 7.679909359999996 177.53319984, 7.679909359999996 175.13398068))",0
"POLYGON ((7.679909359999996 177.53319984, 8.786901646666664 177.53319984, 8.786901646666664 179.932419, 7.679909359999996 179.932419, 7.679909359999996 177.53319984))",0
"POLYGON ((8.786901646666664 -179.950455, 9.893893933333331 -179.950455, 9.893893933333331 -177.55123584, 8.786901646666664 -177.55123584, 8.786901646666664 -179.950455))",0
"POLYGON ((8.786901646666664 -177.55123584, 9.893893933333331 -177.55123584, 9.893893933333331 -175.15201668, 8.786901646666664 -175.15201668, 8.786901646666664 -177.55123584))",0
"POLYGON ((8.786901646666664 -175.15201668, 9.893893933333331 -175.15201668, 9.893893933333331 -172.75279752, 8.786901646666664 -172.75279752, 8.786901646666664 -175.15201668))",0
"POLYGON ((8.786901646666664 -172.75279752, 9.893893933333331 -172.75279752, 9.893893933333331 -170.35357836, 8.786901646666664 -170.35357836, 8.786901646666664 -172.75279752))",0
"POLYGON ((8.786901646666664 -170.35357836, 9.893893933333331 -170.35357836, 9.893893933333331 -167.9543592, 8.786901646666664 -167.9543592, 8.786901646666664 -170.35357836))",0
"POLYGON ((8.786901646666664 -167.9543592, 9.893893933333331 -167.9543592, 9.893893933333331 -165.55514004, 8.786901646666664 -165.55514004, 8.786901646666664 -167.9543592))",0
"POLYGON ((8.786901646666664 -165.55514004, 9.893893933333331 -165.55514004, 9.893893933333331 -163.15592088, 8.786901646666664 -163.15592088, 8.786901646666664 -165.55514004))",0
"POLYGON ((8.786901646666664 -163.15592088, 9.893893933333331 -163.15592088, 9.893893933333331 -160.75670172, 8.786901646666664 -160.75670172, 8.786901646666664 -163.15592088))",0
"POLYGON ((8.786901646666664 -160.75670172, 9.893893933333331 -160.75670172, 9.893893933333331 -158.35748256, 8.786901646666664 -158.35748256, 8.786901646666664 -160.75670172))",0
"POLYGON ((8.786901646666664 -158.35748256, 9.893893933333331 -158.35748256, 9.893893933333331 -155.9582634, 8.786901646666664 -155.9582634, 8.786901646666664 -158.35748256))",0
"POLYGON ((8.786901646666664 -155.9582634, 9.893893933333331 -155.9582634, 9.893893933333331 -153.55904424, 8.786901646666664 -153.55904424, 8.786901646666664 -155.9582634))",0
"POLYGON ((8.786901646666664 -153.55904424, 9.893893933333331 -153.55904424, 9.893893933333331 -151.15982508, 8.786901646666664 -151.15982508, 8.786901646666664 -153.55904424))",0
"POLYGON ((8.786901646666664 -151.15982508, 9.893893933333331 -151.15982508, 9.893893933333331 -148.76060592, 8.786901646666664 -148.76060592, 8.786901646666664 -151.15982508))",0
"POLYGON ((8.786901646666664 -148.76060592, 9.893893933333331 -148.76060592, 9.893893933333331 -146.36138676, 8.786901646666664 -146.36138676, 8.786901646666664 -148.76060592))",0
"POLYGON ((8.786901646666664 -146.36138676, 9.893893933333331 -146.36138676, 9.893893933333331 -143.9621676, 8.786901646666664 -143.9621676, 8.786901646666664 -146.36138676))",0
"POLYGON ((8.786901646666664 -143.9621676, 9.893893933333331 -143.9621676, 9.893893933333331 -141.56294844, 8.786901646666664 -141.56294844, 8.786901646666664 -143.9621676))",0
"POLYGON ((8.786901646666664 -141.56294844, 9.893893933333331 -141.56294844, 9.893893933333331 -139.16372928, 8.786901646666664 -139.16372928, 8.786901646666664 -141.56294844))",0
"POLYGON ((8.786901646666664 -139.16372928, 9.893893933333331 -139.16372928, 9.893893933333331 -136.76451012, 8.786901646666664 -136.76451012, 8.786901646666664 -139.16372928))",0
