"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle","TemporalBaseline","PerpendicularBaseline","relativeBurstID","absoluteBurstID","fullBurstID","burstIndex","azimuthTime","azimuthAnxTime","samplesPerBurst","subswath"
"S1A_IW_SLC__1SSH_20231128T025651_20231128T025720_051411_06344C_84D1","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51411","64","901","2023-11-28T02:57:20.929728Z","2023-11-28T02:56:51.107Z","SLC","2023-11-28T02:56:51.107Z","2023-11-28T02:57:20.929Z","-76.5599","-66.0813","-77.935318","-64.012993","-75.798264","-60.921986","-77.206001","-71.791107","-75.170876","-67.780304","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSH_20231128T025651_20231128T025720_051411_06344C_84D1.zip","3815.652088165283","","","0","S1A_IWSH_0902_0908_051411_064","","","","","","","","","","",""
"S1A_WV_SLC__1SSV_20231128T023903_20231128T024906_051411_06344B_5D27","Sentinel-1A","C-SAR","WV","Wave Mode. Low data rate and 5 m x 20 m spatial resolution. Sampled images of 20 km x 20 km at 100 km intervals along the orbit. The Wave mode at VV polarization is the default mode for acquiring data over open ocean.","51411","64","688","2023-11-28T02:49:06.637483Z","2023-11-28T02:39:03.175Z","SLC","2023-11-28T02:39:03.175Z","2023-11-28T02:49:06.637Z","-28.7472","43.2428","-28.681252","43.373398","-28.63439","43.161179","-28.85985","43.324577","-28.812899","43.111889","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_WV_SLC__1SSV_20231128T023903_20231128T024906_051411_06344B_5D27.zip","3982.2083854675293","","","0","S1A_WVSV_0688_0809_051411_064","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231128T023722_20231128T023754_051411_06344A_0115","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51411","64","668","2023-11-28T02:37:54.137739Z","2023-11-28T02:37:22.510Z","SLC","2023-11-28T02:37:22.510Z","2023-11-28T02:37:54.137Z","-23.1029","42.6169","-22.43255","44.070244","-21.868322","41.678837","-24.332342","43.574284","-23.757643","41.146996","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231128T023722_20231128T023754_051411_06344A_0115.zip","8591.825068473816","","","0","S1A_IWDV_0667_0674_051411_064","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231128T023657_20231128T023724_051411_06344A_9450","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51411","64","663","2023-11-28T02:37:24.632283Z","2023-11-28T02:36:57.683Z","SLC","2023-11-28T02:36:57.683Z","2023-11-28T02:37:24.632Z","-21.4744","43.0532","-20.939949","44.450447","-20.383535","42.084671","-22.560076","44.037582","-21.99515","41.643799","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231128T023657_20231128T023724_051411_06344A_9450.zip","7226.918190956116","","","0","S1A_IWDV_0662_0669_051411_064","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231128T023632_20231128T023659_051411_06344A_A05C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51411","64","658","2023-11-28T02:36:59.803219Z","2023-11-28T02:36:32.867Z","SLC","2023-11-28T02:36:32.867Z","2023-11-28T02:36:59.803Z","-19.985","43.4422","-19.446869","44.822819","-18.897964","42.480667","-21.067406","44.418308","-20.510338","42.050419","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231128T023632_20231128T023659_051411_06344A_A05C.zip","7226.4416399002075","","","0","S1A_IWDV_0657_0664_051411_064","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231128T023607_20231128T023634_051411_06344A_6819","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51411","64","653","2023-11-28T02:36:34.982377Z","2023-11-28T02:36:07.096Z","SLC","2023-11-28T02:36:07.096Z","2023-11-28T02:36:34.982Z","-18.466","43.8302","-17.895369","45.202179","-17.353949","42.882442","-19.574165","44.791359","-19.024633","42.447273","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231128T023607_20231128T023634_051411_06344A_6819.zip","7467.190895080566","","","0","S1A_IWDV_0652_0659_051411_064","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231128T023539_20231128T023609_051411_06344A_A205","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51411","64","647","2023-11-28T02:36:09.324923Z","2023-11-28T02:35:39.511Z","SLC","2023-11-28T02:35:39.511Z","2023-11-28T02:36:09.324Z","-16.8663","44.2299","-16.233515","45.600651","-15.699779","43.302601","-18.029556","45.169655","-17.487503","42.848068","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231128T023539_20231128T023609_051411_06344A_A205.zip","8030.017985343933","","","0","S1A_IWDV_0647_0654_051411_064","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231128T023459_20231128T023519_051411_063449_C040","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51411","64","639","2023-11-28T02:35:19.667066Z","2023-11-28T02:34:59.082Z","SLC","2023-11-28T02:34:59.082Z","2023-11-28T02:35:19.667Z","-14.1611","44.9067","-13.800612","46.191635","-13.277151","43.918564","-15.04191","45.902779","-14.513085","43.616199","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231128T023459_20231128T023519_051411_063449_C040.zip","5311.039261817932","","","0","S1A_IWDV_0638_0643_051411_064","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231128T023433_20231128T023501_051411_063449_09CF","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51411","64","634","2023-11-28T02:35:01.199948Z","2023-11-28T02:34:33.308Z","SLC","2023-11-28T02:34:33.308Z","2023-11-28T02:35:01.199Z","-12.8295","45.222","-12.245637","46.548431","-11.728671","44.290531","-13.92831","46.16209","-13.404305","43.887684","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231128T023433_20231128T023501_051411_063449_09CF.zip","7367.286437034607","","","0","S1A_IWDV_0633_0640_051411_064","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231128T023405_20231128T023435_051411_063449_A2E1","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51411","64","628","2023-11-28T02:34:35.534272Z","2023-11-28T02:34:05.710Z","SLC","2023-11-28T02:34:05.710Z","2023-11-28T02:34:35.534Z","-11.2255","45.5956","-10.57989","46.924923","-10.069616","44.681141","-12.37997","46.517822","-11.862445","44.258656","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231128T023405_20231128T023435_051411_063449_A2E1.zip","7923.097996711731","","","0","S1A_IWDV_0628_0635_051411_064","","","","","","","","","","",""
