"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle","TemporalBaseline","PerpendicularBaseline","relativeBurstID","absoluteBurstID","fullBurstID","burstIndex","azimuthTime","azimuthAnxTime","samplesPerBurst","subswath"
"S1A_IW_SLC__1SDV_20231105T122739_20231105T122806_051082_0628E6_BC31","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","148","2023-11-05T12:28:06.677810Z","2023-11-05T12:27:39.719Z","SLC","2023-11-05T12:27:39.719Z","2023-11-05T12:28:06.677Z","46.4355","81.2356","45.416641","79.820198","45.815071","83.074669","47.03141","79.356026","47.430626","82.711151","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122739_20231105T122806_051082_0628E6_BC31.zip","7490.262661933899","","","0","S1A_IWDV_0147_0154_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122713_20231105T122741_051082_0628E6_65AA","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","143","2023-11-05T12:27:41.850801Z","2023-11-05T12:27:13.961Z","SLC","2023-11-05T12:27:13.961Z","2023-11-05T12:27:41.850Z","44.9202","81.6279","43.8741","80.259842","44.271404","83.420952","45.545921","79.795486","45.943535","83.052773","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122713_20231105T122741_051082_0628E6_65AA.zip","7740.513285636902","","","0","S1A_IWDV_0142_0149_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122649_20231105T122716_051082_0628E6_32E2","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","138","2023-11-05T12:27:16.199514Z","2023-11-05T12:26:49.129Z","SLC","2023-11-05T12:26:49.129Z","2023-11-05T12:27:16.199Z","43.4066","82.0053","42.385433","80.666786","42.782368","83.74617","44.009247","80.229721","44.406055","83.395477","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122649_20231105T122716_051082_0628E6_32E2.zip","7491.329662322998","","","0","S1A_IWDV_0137_0144_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122624_20231105T122651_051082_0628E6_9DC7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","133","2023-11-05T12:26:51.364283Z","2023-11-05T12:26:24.309Z","SLC","2023-11-05T12:26:24.309Z","2023-11-05T12:26:51.364Z","41.9179","82.3755","40.897804","81.072144","41.293964","84.07148","42.521839","80.647621","42.917484","83.726898","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122624_20231105T122651_051082_0628E6_9DC7.zip","7491.118278503418","","","0","S1A_IWDV_0132_0139_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122559_20231105T122626_051082_0628E6_7A40","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","128","2023-11-05T12:26:26.545496Z","2023-11-05T12:25:59.477Z","SLC","2023-11-05T12:25:59.477Z","2023-11-05T12:26:26.545Z","40.4243","82.7036","39.402317","81.424698","39.801392","84.3675","41.028095","81.009941","41.426346","84.027336","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122559_20231105T122626_051082_0628E6_7A40.zip","7489.9497146606445","","","0","S1A_IWDV_0127_0134_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122534_20231105T122601_051082_0628E6_448A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","123","2023-11-05T12:26:01.718487Z","2023-11-05T12:25:34.655Z","SLC","2023-11-05T12:25:34.655Z","2023-11-05T12:26:01.718Z","38.933","83.049","37.910866","81.798653","38.31076","84.67688","39.537365","81.393684","39.936131","84.341202","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122534_20231105T122601_051082_0628E6_448A.zip","7489.858221054077","","","0","S1A_IWDV_0122_0129_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122508_20231105T122536_051082_0628E6_153F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","118","2023-11-05T12:25:36.897645Z","2023-11-05T12:25:08.964Z","SLC","2023-11-05T12:25:08.964Z","2023-11-05T12:25:36.897Z","37.4155","83.3968","36.366886","82.180359","36.767662","84.99514","38.046616","81.77166","38.445919","84.652794","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122508_20231105T122536_051082_0628E6_153F.zip","7776.618221282959","","","0","S1A_IWDV_0117_0124_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122444_20231105T122511_051082_0628E6_AFD1","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","113","2023-11-05T12:25:11.098358Z","2023-11-05T12:24:44.147Z","SLC","2023-11-05T12:24:44.147Z","2023-11-05T12:25:11.098Z","35.9006","83.7849","34.883579","82.598877","35.280869","85.332642","36.505123","82.213898","36.900665","85.006523","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122444_20231105T122511_051082_0628E6_AFD1.zip","7490.14496421814","","","0","S1A_IWDV_0112_0119_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122419_20231105T122446_051082_0628E6_4513","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","108","2023-11-05T12:24:46.285738Z","2023-11-05T12:24:19.325Z","SLC","2023-11-05T12:24:19.325Z","2023-11-05T12:24:46.285Z","34.4087","84.1191","33.391014","82.95787","33.789249","85.636795","35.013996","82.579895","35.410244","85.313469","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122419_20231105T122446_051082_0628E6_4513.zip","7490.034176826477","","","0","S1A_IWDV_0107_0114_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122354_20231105T122421_051082_0628E6_DB97","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","103","2023-11-05T12:24:21.460784Z","2023-11-05T12:23:54.504Z","SLC","2023-11-05T12:23:54.504Z","2023-11-05T12:24:21.460Z","32.9142","84.4376","31.895576","83.296707","32.296104","85.930321","33.519093","82.924934","33.917423","85.609383","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122354_20231105T122421_051082_0628E6_DB97.zip","7490.186235427856","","","0","S1A_IWDV_0102_0109_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122329_20231105T122356_051082_0628E6_9DCB","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","98","2023-11-05T12:23:56.639942Z","2023-11-05T12:23:29.668Z","SLC","2023-11-05T12:23:29.668Z","2023-11-05T12:23:56.639Z","31.4191","84.7548","30.399069","83.633606","30.801834","86.223961","32.024193","83.26722","32.424561","85.904831","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122329_20231105T122356_051082_0628E6_9DCB.zip","7490.536072731018","","","0","S1A_IWDV_0097_0104_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122304_20231105T122331_051082_0628E6_0A52","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","93","2023-11-05T12:23:31.810878Z","2023-11-05T12:23:04.844Z","SLC","2023-11-05T12:23:04.844Z","2023-11-05T12:23:31.810Z","29.9246","85.0754","28.903933","83.974083","29.30842","86.520844","30.529509","83.612907","30.93141","86.203476","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122304_20231105T122331_051082_0628E6_0A52.zip","7490.768446922302","","","0","S1A_IWDV_0092_0099_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122239_20231105T122306_051082_0628E6_A9B7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","88","2023-11-05T12:23:06.985924Z","2023-11-05T12:22:39.073Z","SLC","2023-11-05T12:22:39.073Z","2023-11-05T12:23:06.985Z","28.4004","85.3936","27.350042","84.316124","27.757059","86.823662","29.033314","83.947006","29.437471","86.496529","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122239_20231105T122306_051082_0628E6_A9B7.zip","7787.328502655029","","","0","S1A_IWDV_0087_0094_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122214_20231105T122241_051082_0628E6_803A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","83","2023-11-05T12:22:41.203082Z","2023-11-05T12:22:14.244Z","SLC","2023-11-05T12:22:14.244Z","2023-11-05T12:22:41.203Z","26.865","85.6472","25.838802","84.564346","26.254921","87.069366","27.465225","84.210686","27.878466","86.7537","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122214_20231105T122241_051082_0628E6_803A.zip","7491.111373901367","","","0","S1A_IWDV_0082_0089_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122149_20231105T122216_051082_0628E6_D29A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","78","2023-11-05T12:22:16.374017Z","2023-11-05T12:21:49.419Z","SLC","2023-11-05T12:21:49.419Z","2023-11-05T12:22:16.374Z","25.3657","85.9415","24.337618","84.870148","24.757942","87.349892","25.964392","84.519882","26.381691","87.034843","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122149_20231105T122216_051082_0628E6_D29A.zip","7490.965086936951","","","0","S1A_IWDV_0077_0084_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122124_20231105T122151_051082_0628E6_6FE3","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","73","2023-11-05T12:21:51.551119Z","2023-11-05T12:21:24.594Z","SLC","2023-11-05T12:21:24.594Z","2023-11-05T12:21:51.551Z","23.8687","86.2494","22.839355","85.192558","23.262363","87.641296","24.466803","84.845474","24.886635","87.326668","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122124_20231105T122151_051082_0628E6_6FE3.zip","7490.849557876587","","","0","S1A_IWDV_0072_0079_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122059_20231105T122126_051082_0628E6_9405","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","68","2023-11-05T12:21:26.722055Z","2023-11-05T12:20:59.771Z","SLC","2023-11-05T12:20:59.771Z","2023-11-05T12:21:26.722Z","22.3704","86.5515","21.339748","85.506882","21.766048","87.929352","22.967337","85.162605","23.39032","87.614929","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122059_20231105T122126_051082_0628E6_9405.zip","7490.979306221008","","","0","S1A_IWDV_0067_0074_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122034_20231105T122101_051082_0628E6_52B6","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","63","2023-11-05T12:21:01.899156Z","2023-11-05T12:20:34.009Z","SLC","2023-11-05T12:20:34.009Z","2023-11-05T12:21:01.899Z","20.8439","86.8597","19.783308","85.832909","20.21298","88.229652","21.468126","85.479126","21.894218","87.904137","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122034_20231105T122101_051082_0628E6_52B6.zip","7739.467638015747","","","0","S1A_IWDV_0062_0069_051082_085","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T122006_20231105T122036_051082_0628E6_151D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51082","85","57","2023-11-05T12:20:36.251980Z","2023-11-05T12:20:06.427Z","SLC","2023-11-05T12:20:06.427Z","2023-11-05T12:20:36.251Z","19.2373","87.1836","18.116627","86.180519","18.549992","88.552025","19.918804","85.80455","20.348181","88.203468","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T122006_20231105T122036_051082_0628E6_151D.zip","8320.591526031494","","","0","S1A_IWDV_0057_0064_051082_085","","","","","","","","","","",""
"S1A_WV_SLC__1SSV_20231105T115716_20231105T121932_051081_0628E5_86E4","Sentinel-1A","C-SAR","WV","Wave Mode. Low data rate and 5 m x 20 m spatial resolution. Sampled images of 20 km x 20 km at 100 km intervals along the orbit. The Wave mode at VV polarization is the default mode for acquiring data over open ocean.","51081","84","968","2023-11-05T12:19:32.691354Z","2023-11-05T11:57:16.882Z","SLC","2023-11-05T11:57:16.882Z","2023-11-05T12:19:32.691Z","-63.491","113.4935","-63.613899","113.386131","-63.53233","113.772057","-63.449024","113.215736","-63.367908","113.599709","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_WV_SLC__1SSV_20231105T115716_20231105T121932_051081_0628E5_86E4.zip","8427.782232284546","","","0","S1A_WVSV_0968_1235_051081_084","","","","","","","","","","",""
"S1A_WV_SLC__1SSV_20231105T112449_20231105T114635_051081_0628E4_69DC","Sentinel-1A","C-SAR","WV","Wave Mode. Low data rate and 5 m x 20 m spatial resolution. Sampled images of 20 km x 20 km at 100 km intervals along the orbit. The Wave mode at VV polarization is the default mode for acquiring data over open ocean.","51081","84","579","2023-11-05T11:46:35.986289Z","2023-11-05T11:24:49.492Z","SLC","2023-11-05T11:24:49.492Z","2023-11-05T11:46:35.986Z","4.181","-82.7875","4.252325","-82.678146","4.290562","-82.859451","4.071401","-82.71566","4.109666","-82.896942","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_WV_SLC__1SSV_20231105T112449_20231105T114635_051081_0628E4_69DC.zip","8455.60908126831","","","0","S1A_WVSV_0579_0840_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T112329_20231105T112355_051081_0628E3_0DD9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","563","2023-11-05T11:23:55.280999Z","2023-11-05T11:23:29.169Z","SLC","2023-11-05T11:23:29.169Z","2023-11-05T11:23:55.280Z","8.7319","-83.8297","9.294936","-82.548691","9.743382","-84.793144","7.715301","-82.873253","8.168012","-85.108017","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T112329_20231105T112355_051081_0628E3_0DD9.zip","6839.641154289246","","","0","S1A_IWDV_0562_0568_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T112304_20231105T112331_051081_0628E3_DE2C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","558","2023-11-05T11:23:31.288547Z","2023-11-05T11:23:04.350Z","SLC","2023-11-05T11:23:04.350Z","2023-11-05T11:23:31.288Z","10.2074","-83.5354","10.797277","-82.24556","11.24133","-84.498848","9.167773","-82.580124","9.616103","-84.821571","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T112304_20231105T112331_051081_0628E3_DE2C.zip","7073.057476043701","","","0","S1A_IWDV_0557_0564_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T112239_20231105T112306_051081_0628E3_1FDB","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","553","2023-11-05T11:23:06.459482Z","2023-11-05T11:22:39.517Z","SLC","2023-11-05T11:22:39.517Z","2023-11-05T11:23:06.459Z","11.7073","-83.2305","12.298716","-81.934151","12.739204","-84.201454","10.66912","-82.268829","11.113764","-84.522346","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T112239_20231105T112306_051081_0628E3_1FDB.zip","7072.4209632873535","","","0","S1A_IWDV_0552_0559_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T112213_20231105T112241_051081_0628E3_CCD1","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","548","2023-11-05T11:22:41.630418Z","2023-11-05T11:22:13.744Z","SLC","2023-11-05T11:22:13.744Z","2023-11-05T11:22:41.630Z","13.2355","-82.9208","13.856812","-81.610886","14.293694","-83.894539","12.170364","-81.957664","12.611419","-84.22496","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T112213_20231105T112241_051081_0628E3_CCD1.zip","7305.0654582977295","","","0","S1A_IWDV_0547_0554_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T112146_20231105T112215_051081_0628E3_E3CA","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","542","2023-11-05T11:22:15.983241Z","2023-11-05T11:21:46.155Z","SLC","2023-11-05T11:21:46.155Z","2023-11-05T11:22:15.983Z","14.8435","-82.5974","15.52497","-81.266525","15.957909","-83.568901","13.72135","-81.638268","14.158605","-83.920723","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T112146_20231105T112215_051081_0628E3_E3CA.zip","7857.551752090454","","","0","S1A_IWDV_0542_0549_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T111953_20231105T112022_051081_0628E2_E348","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","519","2023-11-05T11:20:22.875690Z","2023-11-05T11:19:53.057Z","SLC","2023-11-05T11:19:53.057Z","2023-11-05T11:20:22.875Z","21.6738","-81.2266","22.359894","-79.84317","22.778223","-82.249298","20.558802","-80.222748","20.980806","-82.597603","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T111953_20231105T112022_051081_0628E2_E348.zip","7891.09688949585","","","0","S1A_IWDV_0519_0525_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T111925_20231105T111955_051081_0628E2_A47C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","514","2023-11-05T11:19:55.286013Z","2023-11-05T11:19:25.468Z","SLC","2023-11-05T11:19:25.468Z","2023-11-05T11:19:55.286Z","23.3387","-80.889","24.025808","-79.488876","24.440901","-81.926933","22.225325","-79.871643","22.643921","-82.275322","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T111925_20231105T111955_051081_0628E2_A47C.zip","7891.334215164185","","","0","S1A_IWDV_0514_0520_051081_084","","","","","","","","","","",""
"S1A_EW_SLC__1SDH_20231105T110550_20231105T110654_051081_0628DF_EFCB","Sentinel-1A","C-SAR","EW","Extended Wide. 400 km swath and 25 m x 100 m spatial resolution (3-looks)","51081","84","351","2023-11-05T11:06:54.683577Z","2023-11-05T11:05:50.522Z","SLC","2023-11-05T11:05:50.522Z","2023-11-05T11:06:54.683Z","70.9372","-64.337","72.192451","-56.783836","73.23494","-68.815262","68.532387","-60.860229","69.436371","-70.901176","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_EW_SLC__1SDH_20231105T110550_20231105T110654_051081_0628DF_EFCB.zip","7087.8206968307495","","","0","S1A_EWDH_0351_0364_051081_084","","","","","","","","","","",""
"S1A_EW_SLC__1SDH_20231105T110447_20231105T110553_051081_0628DF_88F7","Sentinel-1A","C-SAR","EW","Extended Wide. 400 km swath and 25 m x 100 m spatial resolution (3-looks)","51081","84","338","2023-11-05T11:05:53.339615Z","2023-11-05T11:04:47.371Z","SLC","2023-11-05T11:04:47.371Z","2023-11-05T11:05:53.339Z","74.548","-60.7113","75.691444","-51.009727","76.95282","-65.881996","72.033531","-56.993225","73.06852","-68.921432","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_EW_SLC__1SDH_20231105T110447_20231105T110553_051081_0628DF_88F7.zip","7309.869121551514","","","0","S1A_EWDH_0338_0351_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T104520_20231105T104543_051081_0628DE_8E49","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","105","2023-11-05T10:45:43.095552Z","2023-11-05T10:45:20.685Z","SLC","2023-11-05T10:45:20.685Z","2023-11-05T10:45:43.095Z","33.4194","108.9471","32.536991","107.766441","32.938816","110.424583","33.886478","107.454529","34.28661","110.156082","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T104520_20231105T104543_051081_0628DE_8E49.zip","5903.809697151184","","","0","S1A_IWDV_0104_0109_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T104455_20231105T104522_051081_0628DE_290D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","100","2023-11-05T10:45:22.819544Z","2023-11-05T10:44:55.862Z","SLC","2023-11-05T10:44:55.862Z","2023-11-05T10:45:22.819Z","32.0613","109.2346","31.040817","108.102516","31.445045","110.71759","32.664806","107.732613","33.066814","110.396584","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T104455_20231105T104522_051081_0628DE_290D.zip","7232.412276268005","","","0","S1A_IWDV_0099_0106_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T104431_20231105T104457_051081_0628DE_326F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","95","2023-11-05T10:44:57.996646Z","2023-11-05T10:44:31.040Z","SLC","2023-11-05T10:44:31.040Z","2023-11-05T10:44:57.996Z","30.5663","109.552","29.544836","108.438972","29.951214","111.011955","31.169548","108.074432","31.573513","110.692825","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T104431_20231105T104457_051081_0628DE_326F.zip","7232.353818893433","","","0","S1A_IWDV_0094_0101_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T104405_20231105T104433_051081_0628DE_1760","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","90","2023-11-05T10:44:33.173748Z","2023-11-05T10:44:05.261Z","SLC","2023-11-05T10:44:05.261Z","2023-11-05T10:44:33.173Z","29.041","109.8662","27.989277","108.776047","28.398706","111.311745","29.672325","108.403519","30.079067","110.982826","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T104405_20231105T104433_051081_0628DE_1760.zip","7518.70355796814","","","0","S1A_IWDV_0089_0096_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T104340_20231105T104407_051081_0628DE_05A7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","85","2023-11-05T10:44:07.382684Z","2023-11-05T10:43:40.438Z","SLC","2023-11-05T10:43:40.438Z","2023-11-05T10:44:07.382Z","27.5156","110.1831","26.491917","109.103333","26.903887","111.603203","28.117245","108.748085","28.526447","111.286896","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T104340_20231105T104407_051081_0628DE_05A7.zip","7232.234692573547","","","0","S1A_IWDV_0084_0091_051081_084","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231105T104315_20231105T104342_051081_0628DE_4634","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51081","84","80","2023-11-05T10:43:42.559786Z","2023-11-05T10:43:15.613Z","SLC","2023-11-05T10:43:15.613Z","2023-11-05T10:43:42.559Z","26.0181","110.4872","24.992882","109.421539","25.408018","111.890633","26.618942","109.069969","27.031155","111.575127","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231105T104315_20231105T104342_051081_0628DE_4634.zip","7232.1680545806885","","","0","S1A_IWDV_0079_0086_051081_084","","","","","","","","","","",""
